,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,precipitation
2051,-0.6,-11.4,44,28,48.3,101.3,0
2052,0.2,-11.4,41,30,48.3,101.28,0
2053,0.6,-12.6,36,28,48.3,101.26,0
2054,1.3,-13.3,33,28,48.3,101.24,0
2055,1.4,-14.8,29,30,48.3,101.26,0
2056,1.3,-15.7,27,30,48.3,101.29,0
2057,1.2,-16.3,26,32,48.3,101.34,0
2058,0.1,-17.3,26,24,48.3,101.43,0
2059,-0.7,-18.0,26,28,25.0,101.56,0
2060,-1.4,-18.7,25,28,25.0,101.68,0
2061,-2.3,-18.4,28,24,25.0,101.79,0
2062,-2.9,-17.8,31,28,25.0,101.84,0
2063,-3.6,-17.4,33,26,25.0,101.9,0
2064,-4.3,-17.6,35,22,25.0,101.94,0
2065,-5.0,-17.7,36,19,25.0,101.96,0
2066,-5.4,-16.8,40,17,25.0,102.02,0
2067,-6.0,-17.0,41,17,25.0,102.06,0
2068,-6.5,-17.3,42,13,25.0,102.14,0
2069,-7.4,-16.4,49,11,25.0,102.24,0
2070,-7.5,-16.4,49,9,48.3,102.31,0
2071,-6.1,-17.7,39,9,48.3,102.39,0
2072,-5.1,-18.7,34,13,48.3,102.41,0
2073,-4.3,-20.3,27,9,48.3,102.44,0
2074,-2.5,-21.7,21,0,48.3,102.48,0
2075,-1.6,-20.6,22,6,48.3,102.43,0
2076,0.2,-16.7,27,9,48.3,102.31,0
2077,1.0,-16.1,27,6,48.3,102.2,0
2078,1.7,-18.4,21,13,48.3,102.06,0
2079,2.1,-16.5,24,15,48.3,101.98,0
2080,2.7,-13.0,30,17,48.3,101.93,0
2081,2.7,-12.3,32,19,48.3,101.88,0
2082,2.6,-11.9,33,15,48.3,101.79,0
2083,2.8,-11.7,33,11,25.0,101.74,0
2084,2.6,-11.4,35,13,25.0,101.68,0
2085,2.1,-10.7,38,9,25.0,101.67,0
2086,1.0,-10.1,43,20,25.0,101.47,0
2087,1.0,-10.8,41,13,25.0,101.44,0
2088,1.0,-10.8,41,6,16.1,101.58,1
2089,-1.1,-4.5,78,11,16.1,101.39,1
2090,-1.0,-4.8,75,13,9.7,101.28,1
2091,-1.6,-4.1,83,20,25.0,101.08,1
2092,-1.5,-3.8,84,20,25.0,100.88,1
2093,-1.0,-3.9,81,19,25.0,100.68,0
2094,-0.3,-3.5,79,20,24.1,100.51,1
2095,0.5,-2.7,79,22,24.1,100.4,1
2096,0.8,-2.9,76,19,8.0,100.25,1
2097,2.1,-3.3,67,15,48.3,100.08,0
2098,2.3,-3.3,66,11,48.3,99.94,0
2099,2.8,-2.1,70,13,48.3,99.74,0
2100,3.8,-3.2,60,7,48.3,99.64,0
2101,4.3,-2.9,59,9,48.3,99.51,0
2102,4.4,-1.2,67,13,24.1,99.45,1
2103,2.5,0.6,87,19,19.3,99.42,1
2104,2.2,0.7,90,20,12.9,99.48,1
2105,1.5,0.2,91,19,16.1,99.53,1
2106,1.3,-0.2,90,13,16.1,99.63,1
2107,1.3,-0.2,90,11,12.9,99.74,0
2108,1.2,-0.3,90,13,9.7,99.86,0
2109,1.0,-0.5,90,15,9.7,99.92,0
2110,1.0,-0.7,88,13,9.7,99.95,0
2111,0.8,-1.0,88,17,11.3,99.99,0
2112,0.6,-1.2,88,15,12.9,100.05,0
2113,0.5,-1.5,86,11,12.9,100.12,0
2114,0.4,-1.8,85,17,25.0,100.15,0
2115,0.5,-1.9,84,11,25.0,100.19,0
2116,0.6,-2.1,82,11,25.0,100.27,0
2117,0.6,-2.1,82,9,25.0,100.35,1
2118,0.7,-1.9,83,6,24.1,100.44,1
2119,0.8,-1.6,84,7,24.1,100.52,1
2120,1.5,-1.1,83,6,16.1,100.59,1
2121,2.5,-1.2,77,9,24.1,100.64,1
2122,3.2,-2.4,67,13,24.1,100.7,0
2123,3.6,-2.2,66,9,24.1,100.71,0
2124,3.9,-2.2,64,6,24.1,100.71,0
2125,4.2,-2.5,62,13,24.1,100.72,0
2126,4.0,-2.8,61,15,24.1,100.76,0
2127,4.1,-3.5,58,19,24.1,100.81,0
2128,3.9,-2.8,62,13,24.1,100.87,0
2129,3.5,-4.1,57,24,24.1,100.92,0
2130,3.4,-5.6,52,20,24.1,100.97,0
2131,2.9,-5.6,54,19,25.0,101.01,0
2132,2.2,-4.7,60,19,25.0,101.07,0
2133,1.9,-6.3,55,24,25.0,101.11,0
2134,1.4,-7.4,52,17,25.0,101.14,0
2135,0.8,-8.2,51,24,25.0,101.17,0
2136,0.1,-9.1,50,19,25.0,101.18,0
2137,-1.0,-9.8,51,20,25.0,101.21,0
2138,-2.2,-9.7,56,15,25.0,101.22,0
2139,-3.5,-11.4,54,19,25.0,101.25,0
2140,-4.3,-10.8,60,4,25.0,101.33,0
2141,-5.1,-10.4,66,11,24.1,101.32,0
2142,-4.8,-10.8,63,13,48.3,101.39,0
2143,-4.3,-10.9,60,15,48.3,101.52,0
2144,-3.0,-10.4,57,11,48.3,101.56,0
2145,-2.0,-10.1,54,13,48.3,101.63,0
2146,-0.8,-9.5,52,9,48.3,101.62,0
2147,0.9,-9.6,45,4,48.3,101.57,0
2148,1.6,-8.0,49,17,48.3,101.52,0
2149,3.1,-9.1,40,6,48.3,101.38,0
2150,4.4,-8.8,38,17,48.3,101.3,0
2151,4.8,-8.9,36,17,48.3,101.26,0
2152,4.8,-9.3,35,15,48.3,101.26,0
2153,4.4,-8.6,38,15,48.3,101.24,0
2154,3.9,-7.9,42,11,24.1,101.26,0
2155,3.1,-6.7,49,7,25.0,101.29,0
2156,3.0,-8.4,43,7,25.0,101.3,0
2157,1.7,-9.0,45,4,25.0,101.32,0
2158,0.4,-8.1,53,0,25.0,101.3,0
2159,1.4,-7.7,51,6,25.0,101.34,0
2160,1.5,-8.6,47,13,25.0,101.33,0
2161,1.3,-9.6,44,13,25.0,101.31,0
2162,1.3,-9.7,44,11,25.0,101.29,0
2163,0.7,-8.8,49,13,25.0,101.3,0
2164,-0.9,-8.5,56,13,25.0,101.32,0
2165,-0.6,-9.2,52,13,25.0,101.3,0
2166,-0.5,-9.2,52,15,48.3,101.32,0
2167,-0.3,-9.2,51,19,48.3,101.32,0
2168,0.7,-8.5,50,17,48.3,101.33,0
2169,1.5,-7.8,50,17,48.3,101.34,0
2170,2.9,-8.1,44,15,48.3,101.3,0
2171,4.6,-9.7,35,7,48.3,101.24,0
2172,6.4,-7.1,37,11,48.3,101.16,0
2173,6.5,-9.7,30,9,48.3,101.08,0
2174,7.7,-8.5,31,4,48.3,101.01,0
2175,7.7,-8.6,30,6,48.3,100.94,0
2176,8.4,-7.7,31,4,48.3,100.89,0
2177,7.9,-8.1,31,6,48.3,100.88,0
2178,7.0,-8.2,33,7,48.3,100.87,0
2179,5.9,-8.0,36,4,25.0,100.88,0
2180,4.4,-7.2,43,9,25.0,100.85,0
2181,2.6,-6.3,52,7,25.0,100.86,0
2182,2.7,-6.7,50,0,25.0,100.82,0
2183,1.5,-6.9,54,0,25.0,100.79,0
2184,0.4,-6.6,59,0,25.0,100.75,0
2185,-1.5,-7.3,65,4,25.0,100.77,0
2186,0.1,-6.9,59,0,25.0,100.7,0
2187,-1.0,-6.2,68,0,25.0,100.67,0
2188,-1.0,-5.3,73,0,25.0,100.66,0
2189,-0.4,-4.5,74,4,25.0,100.65,0
2190,0.5,-3.2,76,6,48.3,100.62,0
2191,1.2,-3.6,70,6,48.3,100.6,0
2192,3.2,-4.5,57,11,48.3,100.53,0
2193,3.7,-3.9,58,9,48.3,100.49,0
2194,4.1,-2.8,61,7,48.3,100.46,0
2195,4.8,-0.3,70,4,24.1,100.43,1
2196,5.8,0.2,67,0,24.1,100.35,1
2197,5.9,0.0,66,7,24.1,100.24,1
2198,4.7,1.1,77,9,24.1,100.2,1
2199,3.8,1.5,85,19,24.1,100.14,1
2200,3.0,0.7,85,17,24.1,100.1,1
2201,2.8,0.5,85,22,24.1,100.12,1
2202,2.5,0.3,85,11,24.1,100.11,1
2203,2.6,0.2,84,0,25.0,100.14,1
2204,2.6,0.2,84,11,19.3,100.18,1
2205,2.6,0.7,87,13,16.1,100.21,1
2206,2.5,0.7,88,13,25.0,100.22,0
2207,2.0,0.3,88,7,25.0,100.21,0
2208,0.4,-1.2,89,11,16.1,100.22,0
2209,-0.1,-1.4,91,7,9.7,100.27,0
2210,-0.4,-1.8,90,0,12.9,100.31,0
2211,-1.4,-2.8,90,0,8.0,100.33,0
2212,-1.2,-2.2,93,4,9.7,100.38,0
2213,-1.7,-2.5,94,6,25.0,100.47,0
2214,-1.8,-3.5,88,6,24.1,100.56,0
2215,0.2,-2.1,84,6,48.3,100.65,0
2216,2.1,-4.5,62,13,48.3,100.69,0
2217,3.4,-7.3,45,22,48.3,100.72,0
2218,4.5,-8.5,38,28,48.3,100.73,0
2219,4.6,-7.8,40,24,48.3,100.72,0
2220,6.2,-7.8,36,17,48.3,100.65,0
2221,6.7,-7.2,36,24,48.3,100.64,0
2222,7.3,-8.5,32,26,48.3,100.62,0
2223,7.9,-10.0,27,19,48.3,100.6,0
2224,7.9,-12.0,23,28,48.3,100.59,0
2225,8.0,-12.2,22,30,48.3,100.61,0
2226,6.9,-13.6,22,19,48.3,100.65,0
2227,4.9,-12.6,27,13,25.0,100.69,0
2228,3.5,-13.1,28,13,25.0,100.75,0
2229,3.1,-13.0,30,11,25.0,100.78,0
2230,0.6,-12.8,36,9,25.0,100.84,0
2231,1.0,-12.8,35,13,25.0,100.83,0
2232,-0.3,-11.9,41,6,25.0,100.84,0
2233,-1.1,-11.4,45,9,25.0,100.86,0
2234,-0.9,-13.2,39,6,25.0,100.84,0
2235,-3.0,-12.0,50,9,25.0,100.87,0
2236,-2.1,-11.8,47,13,25.0,100.92,0
2237,-2.6,-12.4,47,6,25.0,100.99,0
2238,-2.0,-12.4,45,6,48.3,101.03,0
2239,0.3,-11.3,41,11,48.3,101.09,0
2240,1.7,-11.7,36,19,48.3,101.08,0
2241,2.5,-11.0,36,15,48.3,101.07,0
2242,4.3,-10.3,34,17,48.3,100.98,0
2243,6.4,-9.1,32,11,48.3,100.91,0
2244,7.1,-8.6,32,11,48.3,100.82,0
2245,8.7,-9.1,27,11,48.3,100.76,0
2246,10.0,-8.9,25,13,48.3,100.65,0
2247,10.9,-9.0,24,24,48.3,100.54,0
2248,10.8,-9.1,24,30,48.3,100.51,0
2249,9.7,-9.0,26,28,48.3,100.52,0
2250,8.9,-9.6,26,20,48.3,100.49,0
2251,8.4,-9.7,27,13,25.0,100.5,0
2252,7.8,-9.2,29,9,25.0,100.42,0
2253,7.1,-8.2,33,7,25.0,100.36,0
2254,6.9,-8.5,32,11,25.0,100.34,0
2255,6.9,-9.2,31,11,25.0,100.29,0
2256,6.0,-8.2,35,9,25.0,100.22,0
2257,5.6,-8.6,35,4,25.0,100.2,0
2258,6.0,-7.8,36,9,25.0,100.15,0
2259,5.4,-4.1,50,11,25.0,100.05,0
2260,5.2,-3.6,53,7,25.0,100.01,0
2261,4.6,-2.8,59,9,24.1,99.94,0
2262,4.2,-3.0,59,11,48.3,99.89,0
2263,4.8,-4.1,52,17,48.3,99.85,0
2264,5.5,-5.9,44,20,48.3,99.83,0
2265,6.5,-6.5,39,28,48.3,99.83,0
2266,8.7,-3.7,41,30,48.3,99.78,0
2267,9.3,-2.6,43,28,48.3,99.75,0
2268,8.9,-2.9,43,24,48.3,99.71,0
2269,8.7,-3.5,42,33,24.1,99.71,0
2270,8.5,-3.4,43,26,24.1,99.72,0
2271,8.0,-3.2,45,26,24.1,99.75,0
2272,8.3,-3.0,45,20,24.1,99.75,0
2273,8.1,-4.6,40,26,24.1,99.81,0
2274,7.6,-4.6,42,22,24.1,99.87,0
2275,6.5,-3.8,48,19,24.1,99.98,0
2276,6.0,-3.8,49,19,25.0,100.07,0
2277,4.9,-4.4,51,19,25.0,100.13,0
2278,3.7,-4.5,55,19,25.0,100.2,0
2279,3.6,-4.6,55,19,25.0,100.24,0
2280,3.2,-4.9,55,15,25.0,100.34,0
2281,2.3,-5.8,55,17,25.0,100.37,0
2282,2.3,-5.9,55,11,25.0,100.4,0
2283,1.9,-4.6,62,13,25.0,100.41,0
2284,1.5,-5.2,61,17,25.0,100.47,0
2285,1.5,-6.7,54,17,25.0,100.51,0
2286,1.5,-7.2,52,19,24.1,100.6,0
2287,2.3,-6.9,51,19,24.1,100.68,0
2288,2.7,-6.5,51,20,24.1,100.72,0
2289,3.9,-6.1,48,22,24.1,100.76,0
2290,4.5,-7.6,41,17,24.1,100.76,0
2291,4.8,-7.1,42,26,24.1,100.77,0
2292,5.2,-6.6,42,22,24.1,100.74,0
2293,6.6,-5.3,42,22,24.1,100.73,0
2294,6.7,-6.2,39,20,24.1,100.7,0
2295,7.6,-5.9,38,19,24.1,100.67,0
2296,8.9,-5.7,35,24,48.3,100.65,0
2297,7.7,-6.9,35,24,48.3,100.7,0
2298,6.6,-7.0,37,20,48.3,100.75,0
2299,5.6,-7.7,38,26,25.0,100.82,0
2300,5.3,-7.9,38,19,25.0,100.87,0
2301,4.9,-7.7,40,19,25.0,100.88,0
2302,4.4,-7.4,42,22,25.0,100.89,0
2303,3.5,-7.8,43,19,25.0,100.93,0
2304,3.0,-8.2,44,22,25.0,100.97,0
2305,2.8,-8.4,43,17,25.0,100.98,0
2306,2.3,-8.2,46,22,25.0,101.04,0
2307,1.5,-8.2,48,19,25.0,101.09,0
2308,1.1,-8.3,49,17,25.0,101.13,0
2309,-0.1,-8.7,52,15,24.1,101.17,0
2310,-0.5,-9.4,51,15,48.3,101.23,0
2311,0.4,-8.9,50,15,48.3,101.3,0
2312,1.1,-8.8,48,19,48.3,101.34,0
2313,2.1,-8.4,46,17,48.3,101.37,0
2314,3.9,-7.9,42,6,48.3,101.35,0
2315,5.7,-7.7,37,19,48.3,101.32,0
2316,6.6,-8.3,34,20,48.3,101.24,0
2317,7.6,-7.7,33,15,48.3,101.18,0
2318,8.6,-8.5,29,9,48.3,101.13,0
2319,9.3,-8.3,28,19,48.3,101.1,0
2320,8.5,-9.3,27,28,48.3,101.08,0
2321,7.7,-11.0,25,32,48.3,101.11,0
2322,7.3,-11.6,25,19,25.0,101.16,0
2323,7.3,-11.7,24,13,25.0,101.21,0
2324,6.7,-10.6,28,11,25.0,101.24,0
2325,6.7,-10.3,28,9,25.0,101.24,0
2326,6.8,-10.8,27,11,25.0,101.26,0
2327,6.1,-9.9,31,11,25.0,101.27,0
2328,5.6,-9.7,32,11,25.0,101.28,0
2329,5.5,-10.6,30,17,25.0,101.29,0
2330,3.1,-10.3,37,7,25.0,101.3,0
2331,2.4,-10.0,39,11,25.0,101.32,0
2332,2.5,-10.2,39,11,25.0,101.35,0
2333,0.2,-10.4,45,7,25.0,101.39,0
2334,1.5,-9.3,44,9,48.3,101.46,0
2335,2.4,-10.1,39,11,48.3,101.5,0
2336,4.5,-9.3,36,11,48.3,101.51,0
2337,4.5,-9.5,35,11,48.3,101.52,0
2338,5.7,-8.5,35,17,48.3,101.54,0
2339,6.0,-9.2,33,13,48.3,101.51,0
2340,6.6,-8.1,34,11,48.3,101.47,0
2341,6.8,-7.8,34,9,48.3,101.44,0
2342,7.8,-7.8,32,9,48.3,101.39,0
2343,8.0,-6.7,35,7,48.3,101.36,0
2344,8.4,-6.4,34,4,24.1,101.34,0
2345,8.4,-6.3,35,9,24.1,101.35,0
2346,8.0,-6.1,36,7,25.0,101.35,0
2347,8.0,-5.2,39,13,25.0,101.37,0
2348,7.7,-5.4,39,15,25.0,101.43,0
2349,7.5,-5.2,40,17,25.0,101.41,0
2350,6.2,-5.1,44,15,25.0,101.36,0
2351,5.9,-5.0,45,11,25.0,101.31,0
2352,5.8,-5.2,45,9,25.0,101.24,0
2353,4.8,-4.8,50,7,25.0,101.18,0
2354,4.2,-4.5,53,4,25.0,101.11,0
2355,3.7,-3.9,58,4,25.0,101.06,0
2356,3.7,-4.4,55,4,25.0,101.0,0
2357,4.0,-4.5,54,7,25.0,100.95,0
2358,4.8,-4.1,52,7,48.3,100.91,0
2359,5.7,-4.1,49,11,48.3,100.87,0
2360,6.6,-3.9,47,13,48.3,100.81,0
2361,7.4,-3.7,45,19,48.3,100.73,0
2362,7.3,-4.8,42,22,48.3,100.61,0
2363,9.4,-3.6,40,15,48.3,100.46,0
2364,10.4,-3.8,37,17,48.3,100.25,0
2365,11.7,-3.9,33,20,48.3,100.11,0
2366,12.1,-3.5,33,20,48.3,99.97,0
2367,12.3,-3.8,32,22,48.3,99.86,0
2368,12.4,-4.2,31,22,48.3,99.8,0
2369,12.3,-4.5,31,7,48.3,99.75,0
2370,11.9,-4.7,31,19,25.0,99.69,0
2371,11.5,-4.9,31,17,48.3,99.64,0
2372,10.9,-3.9,35,15,25.0,99.59,0
2373,10.4,-3.9,36,17,25.0,99.5,0
2374,10.2,-3.7,37,19,25.0,99.42,0
2375,8.5,-3.2,44,7,25.0,99.38,0
2376,7.5,-3.5,46,4,25.0,99.31,0
2377,4.8,-2.4,60,9,25.0,99.24,0
2378,5.4,-1.3,62,9,25.0,99.19,0
2379,5.5,-1.1,62,0,25.0,99.14,0
2380,5.7,-0.9,62,11,25.0,99.12,0
2381,5.9,-1.4,59,7,25.0,99.09,0
2382,6.1,0.1,65,13,24.1,99.1,1
2383,6.3,1.5,71,13,24.1,99.11,1
2384,6.6,3.6,81,20,24.1,99.05,1
2385,7.4,1.6,67,19,24.1,99.05,1
2386,7.0,2.3,72,28,24.1,99.07,1
2387,7.4,2.8,73,24,24.1,99.1,1
2388,7.9,4.1,77,17,24.1,99.07,1
2389,8.8,2.6,65,17,24.1,99.08,1
2390,9.0,1.3,58,19,24.1,99.11,1
2391,8.6,0.7,58,22,24.1,99.14,0
2392,8.7,0.2,55,17,24.1,99.19,0
2393,8.3,1.0,60,22,24.1,99.24,0
2394,6.2,2.2,76,30,24.1,99.31,1
2395,6.4,1.7,72,28,25.0,99.34,0
2396,5.7,1.4,74,19,25.0,99.4,0
2397,5.8,1.4,73,22,25.0,99.43,0
2398,5.4,1.3,75,19,25.0,99.42,0
2399,5.3,0.9,73,20,25.0,99.42,0
2400,5.1,1.7,79,19,25.0,99.43,0
2401,4.9,2.2,83,20,25.0,99.41,0
2402,4.6,1.8,82,19,25.0,99.4,0
2403,4.3,1.6,83,17,25.0,99.37,0
2404,4.0,1.5,84,13,25.0,99.39,0
2405,4.0,1.6,84,9,24.1,99.39,0
2406,4.3,1.7,83,9,24.1,99.45,0
2407,5.0,1.5,78,9,24.1,99.48,0
2408,5.3,1.5,76,17,24.1,99.51,1
2409,5.7,1.8,76,15,24.1,99.53,0
2410,6.9,0.9,66,20,24.1,99.56,0
2411,6.9,2.5,74,15,24.1,99.58,1
2412,8.0,0.5,59,19,24.1,99.58,0
2413,8.8,1.0,58,22,24.1,99.6,0
2414,7.6,2.4,70,33,16.1,99.63,1
2415,6.2,3.2,81,19,24.1,99.71,1
2416,6.7,2.9,77,20,24.1,99.77,0
2417,6.8,2.4,73,19,24.1,99.83,0
2418,6.0,2.5,78,24,24.1,99.91,0
2419,5.8,2.3,78,19,25.0,100.01,0
2420,5.2,1.8,79,20,25.0,100.12,0
2421,5.1,2.3,82,22,25.0,100.15,0
2422,4.4,1.9,84,11,25.0,100.16,0
2423,4.7,2.4,85,15,25.0,100.21,0
2424,4.3,1.9,84,17,25.0,100.24,0
2425,4.0,1.7,85,9,25.0,100.26,0
2426,3.2,1.4,88,11,25.0,100.26,0
2427,3.0,1.3,89,0,25.0,100.3,0
2428,1.6,0.1,90,0,25.0,100.34,0
2429,0.7,-0.8,90,6,24.1,100.4,0
2430,2.4,0.8,89,6,24.1,100.5,0
2431,3.2,1.2,87,4,24.1,100.58,0
2432,4.6,1.7,81,4,24.1,100.65,0
2433,6.1,1.4,72,0,24.1,100.72,0
2434,6.7,2.2,73,4,24.1,100.76,0
2435,6.7,2.0,72,11,24.1,100.78,0
2436,8.8,2.5,65,9,24.1,100.76,0
2437,11.0,1.9,53,4,24.1,100.74,0
2438,8.4,0.3,57,32,24.1,100.79,1
2439,7.5,3.1,74,7,24.1,100.79,0
2440,9.5,1.4,57,20,24.1,100.82,0
2441,9.3,1.3,57,33,24.1,100.91,1
2442,8.4,-0.2,55,17,24.1,100.92,0
2443,6.4,-0.4,62,11,24.1,101.0,0
2444,7.4,0.8,63,13,25.0,101.07,0
2445,6.9,0.9,66,7,25.0,101.08,0
2446,3.3,-0.9,74,11,25.0,101.09,0
2447,6.6,-0.3,61,13,25.0,101.11,0
2448,5.5,-1.5,61,13,25.0,101.14,0
2449,5.8,-2.2,56,15,25.0,101.15,0
2450,4.8,-2.6,59,17,25.0,101.18,0
2451,4.3,-2.8,60,13,25.0,101.21,0
2452,3.1,-3.0,64,13,25.0,101.24,0
2453,3.8,-2.9,62,15,24.1,101.3,0
2454,3.5,-2.9,63,13,48.3,101.36,0
2455,4.0,-2.3,63,6,48.3,101.43,0
2456,6.5,-2.1,54,13,48.3,101.46,0
2457,7.7,-1.8,51,13,48.3,101.5,0
2458,8.7,-1.4,49,9,48.3,101.51,0
2459,9.8,-1.2,46,9,48.3,101.46,0
2460,10.4,-1.5,43,4,48.3,101.42,0
2461,10.0,-1.0,46,15,48.3,101.4,0
2462,10.3,-1.1,45,13,48.3,101.38,0
2463,11.3,-1.4,41,15,48.3,101.33,0
2464,12.4,-1.8,37,15,48.3,101.32,0
2465,11.4,-1.5,41,11,48.3,101.32,0
2466,11.3,-2.2,39,17,48.3,101.33,0
2467,9.9,-1.8,44,11,48.3,101.34,0
2468,9.1,-1.1,49,7,25.0,101.38,0
2469,6.6,-0.8,59,0,25.0,101.39,0
2470,6.7,-0.6,60,4,25.0,101.44,0
2471,5.9,-2.2,56,11,25.0,101.47,0
2472,4.6,-4.0,54,11,25.0,101.49,0
2473,4.0,-5.1,51,11,25.0,101.48,0
2474,2.0,-5.4,58,6,25.0,101.5,0
2475,1.5,-5.1,61,9,25.0,101.52,0
2476,1.2,-4.5,66,6,25.0,101.56,0
2477,1.3,-4.1,67,6,48.3,101.6,0
2478,1.8,-3.4,68,6,48.3,101.67,0
2479,4.1,-2.1,64,7,48.3,101.75,0
2480,6.1,-1.5,58,7,48.3,101.77,0
2481,8.0,-0.8,54,13,48.3,101.73,0
2482,9.8,-1.8,44,17,48.3,101.69,0
2483,12.2,-1.0,40,19,48.3,101.6,0
2484,13.5,-3.0,32,24,48.3,101.52,0
2485,14.7,-6.1,23,24,48.3,101.48,0
2486,15.0,-5.6,24,22,48.3,101.36,0
2487,15.9,-4.9,24,32,48.3,101.27,0
2488,16.1,-5.2,23,30,48.3,101.22,0
2489,15.0,-4.3,26,28,48.3,101.22,0
2490,14.3,-5.1,26,22,48.3,101.24,0
2491,13.6,-6.8,24,19,48.3,101.25,0
2492,12.2,-5.9,28,15,25.0,101.31,0
2493,11.7,-5.1,30,19,25.0,101.32,0
2494,10.3,-1.3,44,20,25.0,101.36,0
2495,9.1,-1.3,48,20,25.0,101.37,0
2496,7.9,-1.6,51,22,25.0,101.35,0
2497,7.5,-1.8,52,11,25.0,101.35,0
2498,6.8,-1.8,54,17,25.0,101.34,0
2499,5.4,-1.0,63,19,25.0,101.36,0
2500,5.7,-0.5,64,11,25.0,101.35,0
2501,6.2,0.0,64,17,25.0,101.36,0
2502,6.7,-0.9,58,19,24.1,101.42,0
2503,7.5,-1.2,54,20,48.3,101.49,0
2504,9.2,-0.5,51,19,48.3,101.46,0
2505,10.8,-0.3,46,20,48.3,101.45,0
2506,12.8,-0.2,41,26,48.3,101.38,0
2507,13.8,-0.8,37,24,48.3,101.28,0
2508,15.3,-0.3,34,24,48.3,101.21,0
2509,14.8,-1.1,34,26,48.3,101.2,0
2510,14.7,-0.7,35,17,48.3,101.08,0
2511,15.6,-3.0,28,20,48.3,101.02,0
2512,15.9,-3.5,26,19,48.3,100.98,0
2513,15.4,-3.1,28,24,48.3,101.0,0
2514,14.5,-2.7,30,13,48.3,100.95,0
2515,11.9,-0.6,42,7,48.3,100.91,0
2516,12.8,-0.9,39,7,25.0,100.9,0
2517,12.0,0.0,44,7,25.0,100.86,0
2518,11.0,0.1,47,9,25.0,100.82,0
2519,11.6,0.3,46,9,25.0,100.76,0
2520,12.9,0.1,41,9,25.0,100.77,0
2521,13.1,0.6,42,13,25.0,100.74,0
2522,12.4,1.8,48,15,25.0,100.7,0
2523,11.3,2.3,54,15,25.0,100.7,0
2524,10.9,4.3,64,15,25.0,100.72,0
2525,9.9,4.5,69,6,25.0,100.72,0
2526,10.6,5.4,70,13,24.1,100.74,0
2527,11.7,6.2,69,9,24.1,100.81,0
2528,13.5,8.0,69,11,24.1,100.84,0
2529,14.1,8.9,71,26,24.1,100.79,0
2530,15.5,9.4,67,32,24.1,100.72,0
2531,17.3,9.7,61,28,24.1,100.68,0
2532,18.4,10.1,58,28,48.3,100.65,0
2533,19.8,10.1,54,32,48.3,100.68,0
2534,19.4,10.1,55,26,24.1,100.68,0
2535,18.1,10.6,62,24,48.3,100.65,0
2536,17.5,10.9,65,22,48.3,100.69,0
2537,17.0,11.0,68,20,24.1,100.73,0
2538,16.6,11.2,70,20,24.1,100.77,0
2539,16.3,11.5,73,17,24.1,100.78,0
2540,15.5,11.0,75,11,25.0,100.8,0
2541,14.6,10.5,76,6,25.0,100.83,0
2542,14.8,10.6,76,6,25.0,100.82,0
2543,14.9,11.1,78,13,25.0,100.74,0
2544,15.7,11.6,77,17,25.0,100.77,0
2545,14.6,12.8,89,9,8.0,100.7,1
2546,14.9,13.3,90,4,9.7,100.66,1
2547,14.4,12.8,90,9,25.0,100.66,0
2548,15.2,12.6,84,11,25.0,100.66,0
2549,15.3,12.3,82,13,25.0,100.64,0
2550,15.7,12.0,79,15,24.1,100.61,0
2551,17.0,12.8,76,17,24.1,100.55,0
2552,19.3,13.5,69,17,24.1,100.52,0
2553,22.2,13.6,58,15,24.1,100.52,0
2554,24.9,12.8,47,22,24.1,100.44,0
2555,24.1,12.1,47,22,24.1,100.44,0
2556,24.8,11.7,44,30,24.1,100.39,0
2557,25.4,12.3,44,22,24.1,100.36,0
2558,26.6,12.4,41,24,24.1,100.26,0
2559,27.4,11.5,37,28,24.1,100.12,0
2560,27.8,11.6,37,26,48.3,100.06,0
2561,27.3,11.5,37,26,48.3,100.03,0
2562,26.7,11.3,38,11,48.3,99.99,0
2563,26.4,11.9,40,20,16.1,100.1,1
2564,20.5,15.6,73,4,25.0,100.22,0
2565,19.3,15.8,80,13,25.0,100.26,0
2566,19.4,14.7,74,24,25.0,100.25,1
2567,19.5,14.2,71,30,25.0,100.31,0
2568,19.0,11.6,62,28,25.0,100.34,0
2569,18.9,9.6,55,35,25.0,100.42,0
2570,17.4,4.7,43,30,25.0,100.51,0
2571,15.4,6.3,55,37,25.0,100.61,0
2572,14.5,6.1,57,37,25.0,100.8,0
2573,13.5,5.9,60,33,48.3,100.99,0
2574,11.9,2.3,52,37,48.3,101.19,0
2575,10.9,1.9,54,48,48.3,101.32,0
2576,10.2,0.6,51,43,48.3,101.42,0
2577,10.2,-1.1,45,44,48.3,101.5,0
2578,10.9,-1.3,43,41,48.3,101.51,0
2579,11.5,-1.0,42,30,48.3,101.57,0
2580,12.0,-0.8,41,37,48.3,101.58,0
2581,12.2,-0.2,42,32,48.3,101.61,0
2582,12.6,-0.3,41,35,48.3,101.64,0
2583,12.7,-0.5,40,30,48.3,101.63,0
2584,11.6,-1.2,41,32,48.3,101.69,0
2585,11.1,-1.7,41,24,48.3,101.72,0
2586,9.5,-2.8,42,24,48.3,101.79,0
2587,8.5,-4.1,41,28,24.1,101.89,0
2588,7.4,-5.1,41,19,25.0,102.04,0
2589,6.1,-5.6,43,17,25.0,102.12,0
