,id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
2496,2258325,258325 (2001 VB2),0.447254765,1.000092059,47149.24986,38679872.66,Earth,False,18.87,False
82301,3797456,(2018 AN2),0.029144391,0.065168838,41806.15468,13386490.18,Earth,False,24.8,False
25443,3754434,(2016 NM15),0.008405334,0.018794898,25479.96281,63256935.59,Earth,False,27.5,False
20176,2162472,162472 (2000 LL),0.413575665,0.924783301,57486.30046,48007180.15,Earth,False,19.04,False
138,3837827,(2019 AO10),0.192555078,0.430566244,107904.8998,55511441.83,Earth,False,20.7,False
18010,2455956,455956 (2005 VE),0.183888672,0.411187571,56043.40426,42643329.27,Earth,False,20.8,False
60237,3648876,(2013 TH6),0.018388867,0.041118757,46822.73715,2632458.833,Earth,False,25.8,False
78248,3606312,(2012 PA),0.229379698,0.512908597,59669.97904,71741008.37,Earth,False,20.32,False
5917,3773912,(2017 GL6),0.064350952,0.143893103,24744.2484,14127977.44,Earth,False,23.08,False
44725,3763483,(2016 VF3),0.133215567,0.297879063,40338.56687,50867463.97,Earth,False,21.5,False
59093,54255808,(2022 EA6),0.009830033,0.021980622,19357.55973,38956407.35,Earth,False,27.16,False
21173,54244788,(2022 CL1),0.09830033,0.219806221,40431.0723,60321071.52,Earth,False,22.16,False
18523,2613626,613626 (2006 UR216),0.271991277,0.608190985,97285.66563,73277006.35,Earth,False,19.95,False
33826,3986743,(2020 BE1),0.133215567,0.297879063,61148.22212,55713783.45,Earth,False,21.5,False
83057,54106296,(2021 BM),0.023043847,0.051527608,10535.63175,2285345.325,Earth,False,25.31,False
51192,3468430,(2009 SZ99),0.334622375,0.748238376,53340.19404,60333477.68,Earth,False,19.5,False
42109,3878588,(2019 TE3),0.021113245,0.04721065,64205.81415,54838704.83,Earth,False,25.5,False
74385,54017112,(2020 KH1),0.008405334,0.018794898,26499.67966,50405826.26,Earth,False,27.5,False
36015,3748364,(2016 FE12),0.201629919,0.450858206,100475.8395,72269797.36,Earth,False,20.6,False
28980,3764729,(2016 WD7),0.009216266,0.020608196,24551.23491,19138926.81,Earth,False,27.3,False
19963,3393818,(2007 VV83),0.030517923,0.068240151,22939.41462,17753768.66,Earth,False,24.7,False
27600,2612061,612061 (1998 MR24),0.368599699,0.824213984,56192.1141,56551430.51,Earth,False,19.29,False
779,54269585,(2022 GQ2),0.018220277,0.040741778,78132.32599,68983006.04,Earth,False,25.82,False
14580,3293924,(2005 TK50),0.004023046,0.008995804,64632.00601,133283.1003,Earth,False,29.1,False
48188,3843136,(2019 NG2),0.042126461,0.094197631,110013.1254,71790350.5,Earth,False,24.0,False
46451,3771012,(2017 ER2),0.027832677,0.062235757,25853.93737,20537334.49,Earth,False,24.9,False
65770,3694776,(2014 UC115),0.048367649,0.108153351,16313.50964,18671165.51,Earth,False,23.7,False
50804,3789548,(2017 WF2),0.048367649,0.108153351,20416.98108,34899317.36,Earth,False,23.7,False
42227,3297354,(2005 UH5),0.022108281,0.049435619,38184.18759,59849910.55,Earth,False,25.4,False
74175,3879297,(2019 US2),0.055533491,0.124176661,55659.58602,22298453.68,Earth,False,23.4,False
29234,2517046,517046 (2013 AA53),0.328514828,0.734581487,87038.59755,52129937.12,Earth,False,19.54,False
70751,3739264,(2016 AU9),0.022108281,0.049435619,18821.26048,11365235.5,Earth,False,25.4,False
72400,54269715,(2022 GE3),0.064946384,0.14522453,70350.85668,67299349.0,Earth,False,23.06,False
64676,3759775,(2016 SL3),0.02658,0.059434687,45993.48908,32588997.91,Earth,False,25.0,False
58023,3841622,(2019 HP3),0.019255508,0.043056624,20774.97419,5375610.127,Earth,False,25.7,False
17483,3686154,(2014 QF434),0.110803882,0.247765013,89917.17021,46586990.96,Earth,False,21.9,False
53313,3825136,(2018 LT2),0.050647146,0.113250461,15680.63228,39226318.05,Earth,False,23.6,False
36750,3797688,(2018 AE12),0.092162655,0.206081961,72902.3479,68476901.22,Earth,False,22.3,False
57993,3447930,(2009 DL1),0.421264611,0.941976306,19500.5975,46631328.46,Earth,False,19.0,False
15225,54217962,(2021 VW5),0.012605352,0.028186424,41183.66711,36716055.27,Earth,False,26.62,False
60224,3648537,(2013 ST19),0.076657557,0.171411509,44137.87101,16628508.23,Earth,False,22.7,False
73400,3408650,(2008 GL20),0.012721988,0.02844723,16852.45165,27571358.57,Earth,False,26.6,False
47473,54167561,(2021 NX3),0.116025908,0.259441818,54444.33506,58386468.68,Earth,False,21.8,False
63137,3654644,(2013 XS23),0.014606796,0.03266179,20960.1879,17826822.77,Earth,False,26.3,False
88319,54231777,(2021 YR),0.017970286,0.04018278,50771.52213,1083093.261,Earth,False,25.85,False
48135,2087309,87309 (2000 QP),0.806408277,1.803183725,76911.20719,46445186.56,Earth,False,17.59,False
2503,54016613,(2020 HY1),0.036690614,0.082042707,53104.02624,60231285.8,Earth,False,24.3,False
54893,2469219,469219 Kamo`oalewa (2016 HO3),0.0361872,0.080917038,15132.27355,23189562.22,Earth,False,24.33,False
68551,3646047,(2013 QV1),0.105816886,0.23661375,76469.50658,65024200.51,Earth,False,22.0,False
42652,54207052,(2021 TV9),0.022519305,0.050354696,47478.36024,46296880.05,Earth,False,25.36,False
786,2025330,25330 (1999 KV4),1.170994827,2.618424035,61572.92824,52896914.12,Earth,False,16.78,False
81966,54104890,(2021 AX2),0.251509838,0.562393094,57825.92965,73541510.08,Earth,False,20.12,False
52654,3819562,(2018 HT1),0.035039264,0.078350176,26968.74161,11000451.61,Earth,False,24.4,False
66082,3704154,(2015 BZ3),0.008027032,0.017948989,27773.52616,509072.5907,Earth,False,27.6,False
29854,54245582,(2022 CQ2),0.027961147,0.062523025,47456.72823,10702145.78,Earth,False,24.89,False
56988,3514547,(2010 FY80),0.334622375,0.748238376,85324.64088,69049700.33,Earth,False,19.5,False
27023,54191333,(2021 QP3),0.076657557,0.171411509,45571.48933,46680112.46,Earth,False,22.7,False
80811,3297379,(2005 UV64),0.013949382,0.031191767,12685.64266,7386524.278,Earth,False,26.4,False
28703,2614449,614449 (2009 QB36),0.715409951,1.599705282,103506.9938,44191818.82,Earth,False,17.85,False
34053,54114198,(2021 CV4),0.031956189,0.07145621,95649.39632,30144032.71,Earth,False,24.6,False
18336,3712626,(2015 DG200),0.096506147,0.215794305,61080.67429,49049963.07,Earth,False,22.2,False
67480,3989349,(2020 CA),0.003195619,0.007145621,58651.75002,68945840.87,Earth,False,29.6,False
22232,54122967,(2021 CL10),0.164647438,0.368162863,48114.37968,63912252.39,Earth,False,21.04,False
4125,3667477,(2014 GC49),0.005064715,0.011325046,86400.80047,35319514.44,Earth,False,28.6,False
65354,3693519,(2014 TJ64),0.152951935,0.342010925,49575.22891,56676120.72,Earth,False,21.2,False
75176,3893548,(2019 WZ2),0.023150212,0.051765448,34192.73577,3397930.22,Earth,False,25.3,False
71297,3290856,(2005 SC),0.242412481,0.542050786,90405.69995,46668034.14,Earth,False,20.2,False
41359,2420262,420262 (2011 KD11),0.245784775,0.549591464,31976.20824,66642519.21,Earth,False,20.17,False
32481,3781410,(2017 RO2),0.096506147,0.215794305,35113.91508,55139591.49,Earth,False,22.2,False
41845,54228659,(2021 UF70),0.099209892,0.221840062,56030.65569,51456036.54,Earth,False,22.14,False
64304,3682527,(2014 QY33),0.015295194,0.034201093,52154.447,2506405.02,Earth,False,26.2,False
75998,3986775,(2020 BZ1),0.011602591,0.025944182,27749.34966,957425.8444,Earth,False,26.8,False
40012,3743740,(2016 CK195),0.060891262,0.136157002,61520.02503,55518595.25,Earth,False,23.2,False
52764,2394392,394392 (2007 EP88),0.530340723,1.185877909,98058.63375,52219798.12,Earth,False,18.5,False
68914,54051183,(2020 QL1),0.040230458,0.089958039,68206.72588,36227383.84,Earth,False,24.1,False
23840,3770988,(2017 EH1),0.058419115,0.130629113,31896.20812,27357345.25,Earth,False,23.29,False
701,54265877,(2022 FM2),0.014472881,0.032362345,22277.51055,7977532.58,Earth,False,26.32,False
84929,54245588,(2022 CX2),0.036522036,0.081665755,25842.64228,59462383.28,Earth,False,24.31,False
79298,3713931,(2015 FM33),0.031956189,0.07145621,30599.67914,18970316.34,Earth,False,24.6,False
12970,3274693,(2005 FG),0.04411182,0.098637028,23041.38067,3931288.918,Earth,False,23.9,False
17426,3835874,(2018 VD),0.010105434,0.022596438,53403.08667,59302893.55,Earth,False,27.1,False
7659,3842765,(2019 LN1),0.038419789,0.08590926,46121.73518,55317290.42,Earth,False,24.2,False
77755,3939969,(2019 YA),0.116025908,0.259441818,42453.97113,66889043.71,Earth,False,21.8,False
81618,54087493,(2020 UF7),0.029960908,0.066994628,781.2145773,11981205.74,Earth,False,24.74,False
38625,3602839,(2012 HP13),0.038419789,0.08590926,46581.94029,760150.5348,Earth,False,24.2,False
41468,3824059,(2018 JL1),0.012149404,0.027166893,63688.04521,58548983.04,Earth,False,26.7,False
79384,3608929,(2012 SV20),0.278326768,0.622357573,38363.41258,47980101.9,Earth,False,19.9,False
10248,54017282,(2020 KF6),0.046190746,0.103285648,50127.43369,20805338.89,Earth,False,23.8,False
16925,3721118,(2015 LG14),0.060891262,0.136157002,36652.2201,43267817.36,Earth,False,23.2,False
15082,2482533,482533 (2012 UA34),0.288771931,0.645713667,70492.38794,74480559.51,Earth,False,19.82,False
54176,3837787,(2019 AD9),0.043909145,0.098183832,22504.239,20992494.96,Earth,False,23.91,False
15083,3736387,(2015 XT168),0.175612319,0.392681082,63721.38268,34558592.58,Earth,False,20.9,False
90512,54225012,(2021 WO3),0.043506583,0.097283677,51476.66965,17906485.39,Earth,False,23.93,False
73822,3843878,(2019 SJ),0.008027032,0.017948989,31229.8256,244513.2156,Earth,False,27.6,False
16502,3634616,(2013 GU66),0.031956189,0.07145621,31005.52365,11398698.73,Earth,False,24.6,False
83401,54132110,(2021 FB1),0.042126461,0.094197631,17999.99839,25751767.24,Earth,False,24.0,False
48591,3797900,(2018 BJ5),0.127219879,0.284472297,56836.58905,73147787.06,Earth,False,21.6,False
49998,3788075,(2017 UP6),0.016016034,0.03581294,41711.26262,5777208.975,Earth,False,26.1,False
19641,3373919,(2007 GW4),0.201629919,0.450858206,55391.38918,56847456.08,Earth,False,20.6,False
70671,3837817,(2019 AY9),0.149470324,0.334225806,50452.7106,22250829.47,Earth,False,21.25,False
86122,3767035,(2017 BF29),0.02025606,0.045293927,20055.20623,48978207.31,Earth,False,25.59,False
69038,3827321,(2018 RD2),0.010198939,0.02280552,79110.54789,67669142.03,Earth,False,27.08,False
29566,3147579,(2003 CA4),0.050647146,0.113250461,43136.90454,44621299.29,Earth,False,23.6,False
48257,3484839,(2010 AO2),0.080270317,0.179489885,56986.16424,45648965.96,Earth,False,22.6,False
8763,3170238,(2003 YN1),0.027832677,0.062235757,14406.58701,6823344.472,Earth,False,24.9,False
3301,3803910,(2018 HP),0.014606796,0.03266179,38738.19343,17822711.05,Earth,False,26.3,False
3737,3601557,(2012 FA14),0.063760979,0.142573883,47384.4657,43957680.68,Earth,False,23.1,False
58308,3841758,(2019 JS2),0.211132445,0.472106499,52455.03698,67432347.88,Earth,False,20.5,False
58733,54139088,(2021 GM26),0.019078972,0.042661879,8527.969968,16928535.53,Earth,False,25.72,False
44544,3787617,(2017 UO2),0.018388867,0.041118757,77024.93882,63536927.4,Earth,False,25.8,False
6691,2361689,361689 (2007 VY7),0.366906138,0.820427065,82466.82796,66558581.75,Earth,False,19.3,False
68165,54266166,(2022 BY39),0.00274508,0.006138185,6869.784934,10711468.96,Earth,False,29.93,False
39751,3757202,(2016 PP27),0.050647146,0.113250461,60967.62555,38666551.94,Earth,False,23.6,False
26424,2162385,162385 (2000 BM19),0.535247906,1.196850702,24625.04811,17536205.48,Earth,False,18.48,False
53968,2388189,388189 (2006 DS14),0.219055911,0.489823908,78155.80364,66656856.55,Earth,False,20.42,False
30069,3825158,(2018 LR3),0.014539684,0.032511723,27214.52838,64089763.12,Earth,False,26.31,False
44250,3759642,(2016 RH40),0.036690614,0.082042707,33651.43086,7213969.164,Earth,False,24.3,False
20624,2499986,499986 (2011 NP),0.274507982,0.613818507,71492.04853,54646151.01,Earth,False,19.93,False
25425,3653389,(2013 VK),0.031956189,0.07145621,82205.56851,70172572.88,Earth,False,24.6,False
25785,54204657,(2021 TD5),0.047924212,0.107161795,72471.25784,59101351.83,Earth,False,23.72,False
5599,2138852,138852 (2000 WN10),0.228325794,0.510551996,43922.3063,28496602.86,Earth,False,20.33,False
80396,3774010,(2017 HB1),0.014606796,0.03266179,21002.50085,58685898.78,Earth,False,26.3,False
3053,2373579,373579 (2002 AW11),0.400456158,0.895447192,70828.71108,62372982.37,Earth,False,19.11,False
17925,3368495,(2007 DY),0.319561887,0.714562102,71139.29341,74364642.49,Earth,False,19.6,False
11476,3444440,(2009 BS5),0.008801465,0.019680675,11078.12313,64309810.87,Earth,False,27.4,False
33776,3837777,(2019 AJ8),0.060891262,0.136157002,55514.31742,71464867.57,Earth,False,23.2,False
53917,3826689,(2018 PV10),0.063760979,0.142573883,31867.03967,15427096.97,Earth,False,23.1,False
24977,3748455,(2016 FA13),0.080270317,0.179489885,38389.8515,52584232.1,Earth,False,22.6,False
86828,3873144,(2019 SY8),0.029144391,0.065168838,8628.069268,33725601.2,Earth,False,24.8,False
81153,54055071,(2020 TY1),0.077366861,0.17299756,46857.16186,5632542.18,Earth,False,22.68,False
56356,3836230,(2018 VB9),0.350392641,0.783501764,43105.5122,45088728.65,Earth,False,19.4,False
35954,54017451,(2020 MB),0.033462237,0.074823838,3699.526547,17575717.72,Earth,False,24.5,False
34882,3566530,(2011 KF9),0.175612319,0.392681082,36424.09102,25384336.37,Earth,False,20.9,False
56368,54145577,(2021 JL7),0.083282735,0.186225856,83618.99367,64797273.06,Earth,False,22.52,False
18965,3608729,(2012 SZ2),0.023150212,0.051765448,45363.47119,50051151.4,Earth,False,25.3,False
55949,54136201,(2021 GQ6),0.183888672,0.411187571,91021.84431,62971196.95,Earth,False,20.8,False
57802,3840856,(2019 GZ3),0.016770846,0.037500752,51142.51072,3854437.68,Earth,False,26.0,False
56764,54100584,(2020 XX6),0.042126461,0.094197631,107921.0072,48285448.48,Earth,False,24.0,False
54647,3841616,(2019 HF3),0.22108281,0.494356193,66594.9859,43174069.36,Earth,False,20.4,False
31401,3674072,(2014 MW26),0.076657557,0.171411509,28622.09404,20450479.66,Earth,False,22.7,False
10724,2265187,265187 (2003 YS117),0.57089334,1.276556316,65248.8432,20190067.14,Earth,False,18.34,False
20946,3843573,(2019 QK),0.175612319,0.392681082,140474.9901,71805512.3,Earth,False,20.9,False
71004,3678562,(2014 OE338),0.167708462,0.375007522,65570.36872,34188053.9,Earth,False,21.0,False
47187,3666431,(2014 FZ6),0.030517923,0.068240151,53612.00343,60976083.84,Earth,False,24.7,False
16162,54154695,(2021 LC1),0.013138778,0.029379201,37881.48133,65514131.23,Earth,False,26.53,False
20292,3631822,(2013 EY27),0.167708462,0.375007522,59866.09272,52390933.76,Earth,False,21.0,False
51331,3798972,(2018 BL6),0.035039264,0.078350176,22609.87022,11574935.31,Earth,False,24.4,False
27197,2612343,612343 (2002 FT6),0.078082728,0.174598287,41799.86184,66699896.56,Earth,False,22.66,False
56508,54110078,(2021 CT1),0.023150212,0.051765448,38707.70527,27572243.52,Earth,False,25.3,False
80963,54075541,(2020 TO8),0.020162992,0.045085821,32074.16895,5651688.987,Earth,False,25.6,False
31644,3132091,(2002 OY21),0.189913124,0.424658654,127478.0429,68309901.23,Earth,False,20.73,False
68818,3752787,(2016 JE6),0.038419789,0.08590926,70531.2845,74222044.25,Earth,False,24.2,False
42747,3483206,(2009 XV1),0.08405334,0.187948982,80420.36711,14884990.02,Earth,False,22.5,False
67794,3719015,(2015 HY176),0.121494041,0.271668934,37912.33949,50758770.63,Earth,False,21.7,False
46121,3989355,(2020 CB),0.007665756,0.017141151,53463.7182,30392453.27,Earth,False,27.7,False
70889,3797752,(2018 BU1),0.031956189,0.07145621,43444.7241,3741240.861,Earth,False,24.6,False
41745,3831876,(2018 UC),0.017561232,0.039268108,43309.18298,48593594.34,Earth,False,25.9,False
60790,3720445,(2015 KG154),0.127219879,0.284472297,56778.52342,66016781.26,Earth,False,21.6,False
84491,54230078,(2021 XD6),0.005327887,0.011913517,17819.03922,37748276.69,Earth,False,28.49,False
79208,54053764,(2020 RJ1),0.033462237,0.074823838,21014.20854,14990195.58,Earth,False,24.5,False
18323,3358219,(2006 VU2),0.016770846,0.037500752,25156.91279,10339348.73,Earth,False,26.0,False
19869,54231688,(2021 YK),0.009006478,0.020139096,44498.08659,27685770.75,Earth,False,27.35,False
48614,3655869,(2014 AW32),0.008405334,0.018794898,67445.81727,43249863.28,Earth,False,27.5,False
36319,3579080,(2011 SU68),0.146067964,0.326617897,13543.14158,43007328.47,Earth,False,21.3,False
49392,3672907,(2014 KV76),0.160160338,0.358129403,63553.23699,68801479.63,Earth,False,21.1,False
24351,3423763,(2008 PK9),0.060891262,0.136157002,93105.73234,4299957.625,Earth,False,23.2,False
33251,54131485,(2021 EH4),0.027324673,0.061099827,24792.0689,59336749.22,Earth,False,24.94,False
37086,3735995,(2015 XN55),0.009650615,0.021579431,26760.64363,6568393.768,Earth,False,27.2,False
12102,3776112,(2017 MD7),0.201629919,0.450858206,82842.42624,50412472.15,Earth,False,20.6,False
76149,3959228,(2019 YH4),0.2658,0.594346868,78528.06351,63784230.17,Earth,False,20.0,False
27089,54092909,(2020 WZ2),0.006376098,0.014257388,21832.16485,44847226.36,Earth,False,28.1,False
44959,3720004,(2015 KS120),0.022108281,0.049435619,23003.2807,18216143.51,Earth,False,25.4,False
49946,3788023,(2017 UJ5),0.030517923,0.068240151,22481.11367,7171175.96,Earth,False,24.7,False
22343,54144233,(2021 JQ2),0.002645788,0.005916161,31049.22894,20671915.74,Earth,False,30.01,False
20078,3409709,(2008 JC),0.013321557,0.029787906,35002.25983,54996814.01,Earth,False,26.5,False
28468,3785790,(2017 TG5),0.025383703,0.056759685,37146.76841,20085874.82,Earth,False,25.1,False
15464,3092339,(2001 SQ263),0.088014652,0.196806745,83318.40303,37903773.51,Earth,False,22.4,False
50285,54215655,(2021 VY),0.102933082,0.230165369,80759.18232,32964779.98,Earth,False,22.06,False
931,3893865,(2019 XS),0.044725477,0.100009206,20141.58859,30398937.26,Earth,False,23.87,False
76377,3959219,(2019 YV3),0.167708462,0.375007522,50543.09442,25833247.44,Earth,False,21.0,False
42016,3632242,(2013 EO89),0.021113245,0.04721065,25309.41437,15880090.1,Earth,False,25.5,False
32856,3719376,(2015 KQ18),0.023150212,0.051765448,72844.53925,73890027.75,Earth,False,25.3,False
81451,54135138,(2021 GV2),0.007772397,0.017379608,13728.03679,47652222.57,Earth,False,27.67,False
27388,3766462,(2017 AZ13),0.116025908,0.259441818,39845.68016,46989072.04,Earth,False,21.8,False
60187,54054605,(2020 SF4),0.015295194,0.034201093,36543.12228,12241945.47,Earth,False,26.2,False
37,54235525,(2022 AP1),0.005656594,0.012648528,62986.28833,31121553.68,Earth,False,28.36,False
52710,2194126,194126 (2001 SG276),0.728710415,1.629446024,52265.65896,12536720.14,Earth,False,17.81,False
4891,2446833,446833 (2001 RB12),0.167708462,0.375007522,32264.46769,51900069.12,Earth,False,21.0,False
42601,3402134,(2008 CL20),0.023150212,0.051765448,32793.57565,64863702.31,Earth,False,25.3,False
14302,54145085,(2021 JW5),0.019078972,0.042661879,57717.28685,61585710.64,Earth,False,25.72,False
73518,3840696,(2019 FV),0.042126461,0.094197631,20363.17775,39190382.26,Earth,False,24.0,False
47047,54239840,(2022 BF1),0.023580607,0.05272784,36809.38484,44393663.26,Earth,False,25.26,False
40599,3892009,(2019 UD13),0.053034072,0.118587791,87078.05087,47413987.05,Earth,False,23.5,False
2273,3879237,(2019 UX),0.016016034,0.03581294,50352.76991,29615156.14,Earth,False,26.1,False
87651,2508772,508772 (1998 WP7),0.280902094,0.628116177,100636.6101,64313282.14,Earth,False,19.88,False
44621,54132044,(2021 EM5),0.049266871,0.110164072,22953.76308,10707445.93,Earth,False,23.66,False
90036,54264231,(2022 FV),0.039314701,0.087910344,51519.78351,16970277.82,Earth,False,24.15,False
4734,3133157,(2002 QZ6),0.305179233,0.682401509,47295.53581,12642294.92,Earth,False,19.7,False
53206,3802456,(2018 GQ2),0.116025908,0.259441818,24586.9655,40438498.11,Earth,False,21.8,False
24176,54017687,(2020 MA4),0.105816886,0.23661375,43523.91638,33301237.71,Earth,False,22.0,False
5556,2416217,416217 (2002 VD118),0.203495578,0.455029946,27160.70032,45838985.57,Earth,False,20.58,False
37457,3624076,(2013 AH76),0.069912523,0.156329154,72392.41048,17508465.82,Earth,False,22.9,False
41398,54016375,(2020 FM5),0.005064715,0.011325046,15371.80529,11528167.11,Earth,False,28.6,False
54268,54170848,(2021 NC8),0.127807099,0.285785361,39346.61487,69658565.43,Earth,False,21.59,False
22196,2387871,387871 (2004 RD252),0.40230458,0.899580388,45384.12142,22281222.01,Earth,False,19.1,False
81356,54016462,(2020 GC1),0.025383703,0.056759685,31993.53585,67248396.54,Earth,False,25.1,False
70788,3740049,(2016 AN165),0.007665756,0.017141151,39536.79826,179534.3785,Earth,False,27.7,False
44517,54212937,(2021 UU2),0.056306039,0.125904131,66553.0443,32526841.27,Earth,False,23.37,False
82008,2501647,501647 (2014 SD224),0.089650967,0.200465656,36037.4109,3020476.798,Earth,False,22.36,False
72293,3831735,(2018 TF5),0.022108281,0.049435619,61223.41988,67059645.63,Earth,False,25.4,False
35315,54016613,(2020 HY1),0.036690614,0.082042707,25343.8477,11740223.31,Earth,False,24.3,False
78281,54017038,(2020 JG2),0.060891262,0.136157002,40678.5743,9878773.555,Earth,False,23.2,False
61753,3767609,(2017 BM92),0.046190746,0.103285648,54651.77057,73157980.0,Earth,False,23.8,False
4255,3893725,(2019 WT4),0.04411182,0.098637028,29526.44661,45514973.82,Earth,False,23.9,False
85414,54170846,(2021 NA8),0.015295194,0.034201093,36189.22854,1446614.829,Earth,False,26.2,False
48570,3400306,(2008 BT2),0.032251876,0.072117386,13625.58329,34760756.97,Earth,False,24.58,False
61065,3713903,(2015 FE33),0.300992017,0.67303861,87428.13431,47715629.32,Earth,False,19.73,False
82528,54107794,(2021 BL3),0.030377706,0.067926616,88324.28153,2925091.326,Earth,False,24.71,False
30064,3451019,(2009 EF3),0.129585073,0.289761031,51756.84751,36312762.33,Earth,False,21.56,False
53874,3825597,(2018 NG2),0.127219879,0.284472297,33873.19827,42595007.91,Earth,False,21.6,False
47788,3154511,(2003 KQ18),0.175612319,0.392681082,43630.98325,55253444.96,Earth,False,20.9,False
87781,3137854,(2002 TP69),0.109788026,0.245493489,20891.57997,8078341.124,Earth,False,21.92,False
16419,2277830,277830 (2006 HR29),0.192555078,0.430566244,37213.3506,18590623.86,Earth,False,20.7,False
10786,54153123,(2021 LH),0.030377706,0.067926616,20702.36093,51877701.54,Earth,False,24.71,False
62417,3666924,(2014 GL1),0.029144391,0.065168838,69371.1008,6469143.001,Earth,False,24.8,False
53245,3765014,(2016 XF),0.023150212,0.051765448,34768.06181,11430548.88,Earth,False,25.3,False
62773,2380476,380476 (2003 YO1),0.353634784,0.790751417,53381.92823,48409916.97,Earth,False,19.38,False
69207,2501243,501243 (2013 VG13),0.116025908,0.259441818,36095.16214,62204943.89,Earth,False,21.8,False
78598,3609165,(2012 SZ49),0.069912523,0.156329154,63340.87389,71257401.91,Earth,False,22.9,False
80538,54065909,(2020 TA6),0.013949382,0.031191767,48833.69356,3152403.674,Earth,False,26.4,False
81887,2465749,465749 (2009 WO6),0.896509666,2.004656557,62829.83601,62185871.18,Earth,False,17.36,False
4349,3117428,(2002 EN7),0.152951935,0.342010925,39396.83714,60020143.26,Earth,False,21.2,False
66655,3553988,(2010 XR69),0.022108281,0.049435619,40722.79697,30117498.49,Earth,False,25.4,False
45861,3792468,(2017 YH),0.58150704,1.30028927,75022.06219,43488494.37,Earth,False,18.3,False
38537,3617712,(2012 VR76),0.008027032,0.017948989,15597.93085,29203832.21,Earth,False,27.6,False
42928,3893769,(2019 WJ6),0.036690614,0.082042707,119452.1712,58344204.01,Earth,False,24.3,False
54849,3840743,(2019 FU2),0.017561232,0.039268108,15910.68389,16514599.57,Earth,False,25.9,False
81044,54147685,(2021 KF2),0.068953287,0.154184238,55662.24798,61934786.56,Earth,False,22.93,False
40639,3888733,(2019 UR11),0.170826395,0.381979432,56077.56201,23944773.44,Earth,False,20.96,False
75046,3475240,(2009 VB1),0.050647146,0.113250461,58467.44299,28929612.23,Earth,False,23.6,False
73548,3781573,(2017 RL16),0.02658,0.059434687,39960.02764,37051810.49,Earth,False,25.0,False
42558,54016955,(2020 JG),0.018388867,0.041118757,83130.16409,48706385.39,Earth,False,25.8,False
59932,3647999,(2013 RJ43),0.116025908,0.259441818,22465.69078,40011444.13,Earth,False,21.8,False
61152,2387733,387733 (2003 GS),0.433066886,0.968366995,27639.34641,40620938.25,Earth,False,18.94,False
59438,54099598,(2020 XT2),0.03094247,0.069189466,27862.59531,70223632.8,Earth,False,24.67,False
86278,54053937,(2020 RB4),0.003051792,0.006824015,44135.96787,56562344.51,Earth,False,29.7,False
85573,3648843,(2013 TQ4),0.008801465,0.019680675,65385.56652,57835686.46,Earth,False,27.4,False
77405,54132070,(2021 FN),0.060333008,0.134908707,57554.14198,30141916.86,Earth,False,23.22,False
61234,54016465,(2020 GF1),0.014606796,0.03266179,21629.50389,47886814.18,Earth,False,26.3,False
85197,3765610,(2016 XR1),0.038067554,0.085121639,29910.90328,27699018.0,Earth,False,24.22,False
75272,3766337,(2017 AP4),0.010581689,0.023661375,26955.07147,3253942.63,Earth,False,27.0,False
8249,54017555,(2020 MV),0.055533491,0.124176661,69242.81718,46610058.34,Earth,False,23.4,False
20817,3715996,(2015 HJ),0.010581689,0.023661375,22912.78191,63234639.0,Earth,False,27.0,False
86453,54194348,(2021 RX5),0.047924212,0.107161795,29017.70183,2775399.299,Earth,False,23.72,False
34323,3771025,(2017 EK3),0.014606796,0.03266179,26731.80059,34385801.38,Earth,False,26.3,False
71662,2416283,416283 (2003 MM),0.133215567,0.297879063,26658.13206,31651248.11,Earth,False,21.5,False
47951,3776108,(2017 MF7),0.017561232,0.039268108,40879.93392,1021931.204,Earth,False,25.9,False
49475,3787084,(2017 UC1),0.092162655,0.206081961,37837.3395,38684673.62,Earth,False,22.3,False
67329,3601615,(2012 FW23),0.033462237,0.074823838,23596.33831,23941440.16,Earth,False,24.5,False
11683,54075323,(2020 TN8),0.201629919,0.450858206,130464.4387,66392381.91,Earth,False,20.6,False
25419,2528507,528507 (2008 UC95),0.488151892,1.091540813,37799.3865,61925439.87,Earth,False,18.68,False
5183,2085770,85770 (1998 UP1),0.219055911,0.489823908,64429.21561,17995011.81,Earth,False,20.42,False
73966,54016213,(2020 FV),0.027832677,0.062235757,63898.0942,26190658.01,Earth,False,24.9,False
62304,3840121,(2019 EV2),0.319561887,0.714562102,128734.171,62659196.56,Earth,False,19.6,False
32406,3989456,(2020 CW),0.000817627,0.001828269,107193.1215,47748210.26,Earth,False,32.56,False
76790,54016332,(2020 EX),0.105816886,0.23661375,45403.77167,29323138.63,Earth,False,22.0,False
70951,3740667,(2016 BU),0.012149404,0.027166893,22529.07098,2239001.296,Earth,False,26.7,False
13777,3283520,(2005 NQ1),0.042126461,0.094197631,26672.65185,14881181.55,Earth,False,24.0,False
10283,3802041,(2018 FE3),0.009650615,0.021579431,50345.96724,50507616.74,Earth,False,27.2,False
53836,54054750,(2020 TJ),0.027832677,0.062235757,43114.71065,36788963.26,Earth,False,24.9,False
69596,54017132,(2020 KW1),0.004619075,0.010328565,20076.51463,66611088.26,Earth,False,28.8,False
