,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
168507,0.674,2010,0.0413,['Jason Aldean'],0.401,239413,0.863,0,7qfY6oFskXAgdhwiUQYZJS,0.0,2,0.0689,-4.339,1,Days Like These,42,2010-11-02,0.0482,184.033
45427,0.382,1961,0.878,['Tennessee Ernie Ford'],0.44,168333,0.321,0,6eEdK4YwJtD3fbOaKyG8zH,1.94e-06,11,0.358,-13.375,1,"Just Before The Battle, Mother",22,1961-07-10,0.0628,124.528
86492,0.7609999999999999,1991,0.5820000000000001,['Dr. Lonnie Smith'],0.561,371379,0.685,0,419dfghlxcJ00rAJS0IX9e,0.882,5,0.105,-12.867,0,Sweet Honey Wine,40,1991,0.0562,98.596
66849,0.332,1979,0.318,['Rickie Lee Jones'],0.778,197507,0.216,0,6ymkv0Qifh2JdcMx3asVDT,0.0,4,0.0764,-13.594,0,Easy Money,32,1979-03-08,0.0793,103.11
57067,0.7190000000000001,2019,0.0392,"['Dreamville', 'JID', 'Bas', 'J. Cole', 'EARTHGANG', 'Young Nudy']",0.7609999999999999,169147,0.586,1,36J0iaPDGbYGsHvYpaYs3k,0.0,0,0.0558,-5.367999999999999,1,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",69,2019-07-05,0.359,149.804
62602,0.826,1957,0.855,['Sabu'],0.598,339960,0.632,0,1RdRQO0vu4sfc8UuqLKLL9,0.485,7,0.17,-15.084,0,El Cumbanchero,26,1957,0.0443,147.8
123828,0.15,2016,8.51e-05,['Gales'],0.784,378245,0.901,0,12iNz7hBEftPDvQkLFjJor,0.92,10,0.458,-7.084,0,Punch - Original Mix,0,2016-04-15,0.06,124.989
159528,0.251,1964,0.898,['Kay Starr'],0.345,149533,0.263,0,7sknEj9q99PrdxoonlAniZ,0.0,8,0.215,-11.987,1,Allez-Vous-En,15,1964-06-01,0.0291,89.48899999999998
24706,0.706,1950,0.732,['Lefty Frizzell'],0.723,146693,0.249,0,0G1VJj6slH7UzgTqcyw8JY,0.0,4,0.129,-11.877,1,Look What Thoughts Will Do,4,1950,0.0315,128.77100000000002
87574,0.755,1997,0.0162,"['Mary J. Blige', 'Nas']",0.64,254600,0.78,0,5qW2KD2HcrevbllND3sg8n,0.0,6,0.132,-6.1770000000000005,1,Love Is All We Need,41,1997-01-01,0.0537,91.887
62368,0.499,1956,0.723,['Duke Ellington'],0.521,215707,0.194,0,3cMyp5HCJM5LOBLbCloR8O,0.000149,5,0.191,-16.551,1,Lady Mac,16,1956,0.0343,126.894
154937,0.31,2017,0.0959,['Young Thug'],0.721,236587,0.513,1,2BAmF6QyK5IYEOp1TFmt0u,0.0,7,0.341,-7.8820000000000014,0,Feel It,57,2017-06-16,0.121,124.02
106544,0.593,2009,0.302,['John Mayer'],0.54,314853,0.643,0,6OXt9aSIr4DSxSR3Qjrtgp,0.000135,11,0.0881,-9.088,0,Assassin,50,2009-11-13,0.0485,159.929
38953,0.84,1928,0.987,['Ignacio Corsini'],0.644,118747,0.265,0,1s9LMhvKShJVGA1G1jiB4z,0.0,9,0.188,-16.502,0,Llevatelo Todo - Remasterizado,0,1928-06-20,0.356,129.657
157362,0.41,1954,0.877,['Odette Joyeux'],0.713,271120,0.077,0,0hOCfIxOcYlNbjbm4Cuj0Y,0.0,5,0.249,-23.75,0,Je mettrai ce soir ma robe blanche...,0,1954,0.905,122.516
33007,0.245,1992,0.7040000000000001,['The Dells'],0.265,176494,0.3,0,1S5eC9PiwzHG6QkVeQYbWn,0.0,7,0.192,-11.137,1,Oh What A Nite,48,1992-01-01,0.0297,71.90100000000002
41981,0.502,1943,0.995,['Ramdulari'],0.585,186439,0.157,0,78tg0eoQOw25e2couVVTi1,0.738,11,0.249,-11.089,0,Mera Jo Haal Ho So Ho,0,1943-12-31,0.168,63.718
107026,0.325,2011,0.0128,"['JAY-Z', 'Kanye West']",0.636,174133,0.93,1,6N43Qgg9jx21vfMkTYvSi3,3.700000000000001e-06,2,0.18,-5.178999999999999,1,Welcome To The Jungle,51,2011-08-08,0.364,92.899
44937,0.56,1958,0.5529999999999999,"['Ella Fitzgerald', 'Paul Weston And His Orchestra']",0.459,175253,0.226,0,2fRNfqgDudpC2WD0E4Zm28,3.84e-06,7,0.503,-11.295,0,I've Got My Love To Keep Me Warm,22,1958-01-01,0.0763,165.013
69477,0.7390000000000001,1992,0.144,['The Pharcyde'],0.831,260907,0.79,1,3Idgk0phpc2oewAJzKgoU4,3.01e-06,10,0.65,-7.608,0,Ya Mama,45,1992-11-24,0.277,90.139
155434,0.335,2020,0.0342,"['Machine Gun Kelly', 'Trippie Redd']",0.7120000000000001,129142,0.624,1,5Vx0dXQM4yRn8jf87406Op,4.91e-05,9,0.0919,-6.9110000000000005,1,all I know (feat. Trippie Redd),67,2020-09-29,0.067,77.471
170591,0.0495,2020,0.993,['Clyde Boudreaux'],0.133,151750,0.00512,0,0kKOC50fPTnqmrYvtJInsT,0.851,9,0.0954,-33.295,1,Nepenthe,70,2020-01-31,0.038,67.818
5371,0.148,1948,0.988,"['Giacomo Puccini', 'Richard Tucker', 'Giuseppe Antonicelli', 'Metropolitan Opera Orchestra']",0.217,166000,0.203,0,6V044ch2rkfxS7G24TfywW,0.351,0,0.207,-17.699,1,"O Mimi, tu piú non torni from La bohème",4,1948,0.0351,82.167
77192,0.0792,1942,0.924,"['Richard Strauss', 'Arturo Toscanini']",0.187,428333,0.198,0,45I6hRup3a1Gm3Ug1NwvVT,0.882,2,0.0864,-16.657,1,"Tod und Verklärung, Op. 24: Meno mosso, ma sempre alla breve",0,1942,0.0376,129.115
99793,0.8859999999999999,1975,0.00684,['Commodores'],0.655,204760,0.845,0,1lbHzBlfaQ5mhzpwIB02VC,0.883,5,0.0431,-12.331,1,I'm Ready,31,1975-01-01,0.0453,104.112
148883,0.831,1986,0.154,['Wham!'],0.509,274867,0.8320000000000001,0,1MJrN4TMBHBOyOu1Gk2zEl,0.0,9,0.404,-7.911,0,The Edge of Heaven,38,1986-11-25,0.0517,76.388
155627,0.802,1930,0.988,['Αμαλία Βάκα'],0.498,234789,0.48,0,7EWUlxA8PldUauslNBhVFg,0.351,7,0.324,-11.782,1,Μπερμπάντης,0,1930-01-01,0.0467,116.999
144388,0.198,1963,0.639,['水柳仙'],0.202,163493,0.0893,0,4LnSZ8Q3k0uLr9pT8aZ2nr,0.0833,4,0.208,-23.865,0,日日春,23,1963-07-01,0.0406,172.24599999999995
152272,0.5329999999999999,2003,0.276,['Hilary Duff'],0.529,212227,0.8909999999999999,0,75HF0EUQbxlUQKCB1EDusg,0.0,4,0.0973,-5.029,1,Anywhere But Here,42,2003-01-01,0.0932,104.055
122100,0.6940000000000001,2006,0.00978,['Hawthorne Heights'],0.5710000000000001,195133,0.951,0,4TQbgJRIdLpV56SbHUSeNH,2.34e-06,1,0.163,-2.443,0,Pens and Needles,43,2006,0.117,161.029
25618,0.4320000000000001,1955,0.969,['Dave Brubeck'],0.6459999999999999,486933,0.139,0,3TmcYff6zMr5frgPAA5gcP,0.136,0,0.447,-15.198,0,These Foolish Things (Remind Me of You),22,1955,0.053,100.878
141756,0.921,1948,0.995,['Meena Kapoor'],0.7070000000000001,175533,0.203,0,5lgfRYTVXNFe6WxU9G1BQD,0.804,10,0.108,-10.665,1,Chhoti Si Kahani Zindagi Ki,0,1948-01-01,0.305,139.37
15955,0.846,2001,0.147,['The Strokes'],0.667,151333,0.6920000000000001,0,0jBE7Fn78EAvmIs3dCd6GO,3.75e-05,5,0.349,-8.361,1,Is This It,55,2001-07-30,0.0285,96.021
68997,0.392,1989,0.7040000000000001,"['Harry Connick, Jr.']",0.589,250200,0.114,0,5HbzBVvKXRwc3BF9tKk6C4,4.77e-05,3,0.148,-19.061,1,Love Is Here to Stay,36,1989-07-25,0.0537,102.214
64953,0.482,1969,0.718,['The Moody Blues'],0.433,163613,0.445,0,54fw7v0jDQvW9Yb4VhS7L6,0.346,2,0.63,-10.614,1,Lazy Day,31,1969-04-25,0.0291,109.752
87061,0.505,1994,0.00804,['311'],0.67,184000,0.8959999999999999,1,4Uq5TL72LsfsbThygdCHyT,0.0,9,0.149,-9.509,1,Homebrew,38,1994-07-12,0.0922,101.61
100520,0.344,1979,0.774,['Rex Smith'],0.466,185293,0.445,0,3Q0aUFxBUHhVSSiK78dPnw,0.00617,7,0.0878,-11.666,1,Simply Jessie,41,1979,0.0302,79.944
117246,0.903,1982,0.358,['Raffi'],0.597,113173,0.313,0,7c5kvPDAlyyWzwYUVp3pnI,0.0,7,0.19,-13.405,1,Thumbelina,25,1982,0.153,206.164
2954,0.498,1936,0.409,"['Dale Carnegie', 'Till Hagen', 'Stefan Kaminski']",0.722,587347,0.385,0,3RDZZipYBw98tPE2jP9lBM,1.32e-06,1,0.112,-13.436,1,"Wie man Freunde gewinnt - Die Kunst, beliebt und einflussreich zu werden, Kapitel 59",15,1936,0.904,119.136
110607,0.24,1948,0.865,"['Ludwig van Beethoven', 'Herbert von Karajan', 'Wiener Singverein', 'Wiener Philharmoniker']",0.361,98240,0.746,0,4ga8nwvaWYX1ePg9oNHoHY,0.96,2,0.0755,-12.02,1,"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. (g) Poco allegro, stringendo il tempo, sempre più allegro - Prestissimo - Maestoso - Prestissimo",0,1948,0.072,86.39200000000002
4470,0.693,1944,0.933,"['Frank Sinatra', 'Rosemary Clooney']",0.657,141160,0.199,0,6eNRJ9yrEg4o6ZxWVhAz8a,0.0,10,0.0658,-14.286,1,Cherry Pies Ought to Be You (with Rosemary Clooney),10,1944,0.133,80.723
47716,0.932,1972,0.602,['Andres Landero Y Su Conjunto'],0.816,189666,0.6729999999999999,0,0F5nrRCz0Fzabqd6Xzss4h,0.000695,9,0.0457,-5.011,1,La Pava Congona,37,1972-02-25,0.204,96.883
100808,0.767,1980,0.769,"['Grover Washington, Jr.']",0.777,374107,0.421,0,1DfFZ6xnxO4GHPK3wCWERi,0.4,10,0.0962,-14.194,1,Take Me There,34,1980,0.0499,132.81
13089,0.64,1987,0.0558,['George Strait'],0.6859999999999999,202307,0.332,0,7hU1CsIXvplis81SZJ6ESE,0.0014199999999999,7,0.368,-16.984,1,The Cowboy Rides Away,52,1987-01-01,0.0268,109.067
157402,0.7509999999999999,1954,0.706,['Al Haig Quartet'],0.4370000000000001,163053,0.6,0,0lceRUq7YMRSKF4Wx67lHY,0.00909,3,0.254,-13.378,1,You Stepped out of a Dream,0,1954-12-27,0.0298,104.618
84369,0.498,1980,0.176,"['Crosby, Stills & Nash']",0.514,196653,0.518,0,0dFkektMd5cIOCWDeh8BJ4,3.63e-06,1,0.18,-14.169,1,Carry On,32,1980-12-08,0.0461,140.257
127906,0.8809999999999999,1955,0.99,['Oscar Peterson'],0.471,236435,0.213,0,151KzxTeXyVnCW1nWpMajz,0.9,7,0.209,-17.261,0,I'm In The Mood For Love,2,1955-02-08,0.0774,184.151
2489,0.0377,1934,0.961,"[""Vincent d'Indy"", 'Colonne Symphony Orchestra']",0.11,606760,0.1369999999999999,0,0UITYN8acOeLYaqumeAPdy,0.6459999999999999,8,0.0987,-19.5,1,Symphonie sur un chant montagnard français Op. 25: I Assez lent,0,1934,0.0403,75.206
71614,0.12,2002,0.022,"['Lil Jon & The East Side Boyz', 'Ying Yang Twins']",0.78,324600,0.604,0,5CSossBRgqQUcBJGkI9H8S,0.0,1,0.194,-8.019,1,Get Low,47,2002-10-29,0.0396,101.043
51790,0.311,1992,0.0163,['Elton John'],0.426,353160,0.647,0,2stzPKoUdtHcA4LlEu2ayw,0.00118,10,0.106,-8.228,1,The One,54,1992-06-22,0.0279,75.944
21632,0.584,1934,0.995,"['Francisco Canaro', 'Ernesto Fama']",0.7090000000000001,181000,0.0348,0,4169wOaWmQeWteXrKOOxmV,0.0461,5,0.1,-17.241,1,La Canción del Camino - Remasterizado,0,1934-01-10,0.0708,120.116
110662,0.6890000000000001,1949,0.989,['Suprabha Sarkar'],0.632,166773,0.213,0,24sQrndBuSUPc74o6cd2ur,0.195,9,0.103,-18.168,1,Aaji Jharo Jharo Mukhar,0,1949-12-01,0.0379,118.857
145931,0.524,1971,0.00574,['Cactus'],0.307,354093,0.885,0,1XxoaYkc2O3KBxkgd1O4bM,0.0,11,0.239,-6.482,0,Long Tall Sally,25,1971,0.0815,109.389
163425,0.723,1984,0.0792,['The Psychedelic Furs'],0.586,256000,0.51,0,4PxVSYOpsYTI9gx6ZP9IM4,2.17e-06,10,0.0969,-13.541,1,The Ghost in You,42,1984-09-05,0.0284,123.481
40027,0.679,1934,0.995,['Κώστας Μαυρέας'],0.627,80026,0.384,0,5RjbrCgrAvl99mPO3MeSnh,0.0513,10,0.13,-15.339,1,Κουτσομπόλης Μαυρέας,0,1934-01-01,0.394,114.459
108409,0.0833,2018,0.725,['Kina'],0.657,175229,0.159,1,4CALLtGlZBwdpfQvMQvhH2,0.73,4,0.279,-15.618,0,Nobody Cares,67,2018-03-05,0.0395,100.018
127631,0.962,1954,0.901,['Deben Bhattacharya'],0.637,422733,0.0774,0,0CJh7HmIuga9jSVtgjUxua,0.887,2,0.109,-19.976,1,Jhumur,0,1954-07-17,0.422,171.582
28634,0.639,1970,0.556,['Nick Drake'],0.522,178000,0.231,0,1MLC5UtuCC9d5gN30e7cqj,0.6759999999999999,8,0.117,-18.562,1,Fly,46,1970-03-06,0.0335,114.307
6931,0.797,1956,0.684,['Miles Davis Quartet'],0.407,241227,0.406,0,7jBrDmHTL95hCJOcNX1S7f,0.0,5,0.0814,-13.685,0,Four,31,1956,0.0775,171.797
107789,0.5,2015,0.00371,['Valentino Khan'],0.794,190476,0.8959999999999999,0,46rZgRYU1H5Xnv0n75OGis,0.615,5,0.0876,-1.514,0,Deep Down Low,67,2015-07-10,0.0677,125.999
11298,0.843,1978,0.00719,['Pablo Cruise'],0.78,251427,0.491,0,2LqzuRukwnpeWYLXBtiwmq,1.8e-05,7,0.0677,-13.934,1,Love Will Find A Way,53,1978,0.0351,124.238
129470,0.541,1963,0.935,['Patsy Cline'],0.395,181507,0.0628,0,04uJsbZZ2UCc1652qlm6DG,2.33e-06,5,0.0846,-19.028,1,She's Got You - Single Version,15,1963-06-10,0.0472,183.311
93033,0.452,1935,0.851,['Carl Verheyen'],0.696,239107,0.332,0,51mHt9q7D39SdZWoKvETND,0.825,7,0.151,-7.747999999999997,1,Sunny Afternoon,3,1935,0.0432,144.059
43054,0.421,1949,0.959,"['Erik Satie', 'Efrem Kurtz', 'Houston Symphony']",0.1689999999999999,40587,0.156,0,7joQFmxPy0e4Lu9ngXUVtD,0.758,9,0.264,-23.601,0,Parade: Prélude du rideau rouge,9,1949,0.0436,73.566
10299,0.855,1973,0.613,['John Prine'],0.5770000000000001,161867,0.419,0,3OjQfS3lbILlruNItB3ShG,0.0,7,0.361,-11.945,1,Sweet Revenge,54,1973,0.0374,163.942
160137,0.193,1967,0.513,['Burt Bacharach'],0.583,172960,0.264,0,2W5szCWKtzDLMNDGejRcpF,0.163,7,0.129,-14.858,1,Are You There (With Another Girl),20,1967-01-01,0.0341,115.483
27862,0.118,1966,0.989,['Dave Brubeck'],0.627,297533,0.19,0,5ZzdW1PaofHDrhTzftzxmS,0.875,10,0.113,-15.454,1,In Your Own Sweet Way,37,1966,0.0416,120.519
13795,0.0622,1990,0.000224,['Slayer'],0.368,320533,0.987,0,2L2XquxTZBmzzNBCPCzq0p,0.00054,3,0.1639999999999999,-4.43,1,Dead Skin Mask,48,1990-01-01,0.177,109.927
28677,0.387,1970,0.6579999999999999,['The Jackson 5'],0.347,318533,0.434,0,5e0ZoBIiEcB883wyjRDD8g,0.0,5,0.112,-8.307,1,Have Yourself A Merry Little Christmas,43,1970-10-15,0.0286,108.329
146994,0.8290000000000001,1976,0.409,['Dr. Hook'],0.7240000000000001,170907,0.562,0,0fBSiPNH7Qjv4Z2MgQdf0s,0.0161,0,0.0723,-14.823,1,Penicillin Penny,25,1976,0.0859,106.314
156130,0.569,1945,0.95,['Sonny Boy Williamson I'],0.575,178077,0.0575,0,5zYATzObJGj20BU2NkyAcD,1.2e-05,9,0.121,-20.685,1,Jackson Blues,4,1945,0.0581,99.4
123627,0.445,2014,0.475,"['Kenny Chesney', 'Grace Potter']",0.586,189800,0.633,0,050iNgNKEUrJboOnH4Jhm6,4.29e-06,3,0.1639999999999999,-7.688,1,Wild Child (with Grace Potter) (with Grace Potter),49,2014-09-22,0.0318,148.984
146425,0.158,1974,0.944,"['Pyotr Ilyich Tchaikovsky', 'André Previn', 'London Symphony Orchestra']",0.392,304440,0.175,0,4nt5sUXfOp8a1UbRvqykoF,0.894,9,0.148,-17.269000000000002,1,"Tchaikovsky: The Sleeping Beauty, Op. 66, Prologue ""The Christening"": No. 1b, Marche de salon",22,1974-01-01,0.0395,116.935
122029,0.355,2006,0.674,['Chris Young'],0.61,199360,0.379,0,08zgiAP2zezRPHdrWaRDbO,0.0,7,0.149,-7.849,1,Drinkin' Me Lonely,43,2006-10-02,0.0288,81.872
67555,0.193,1982,0.502,['Conway Twitty'],0.609,240160,0.154,0,5Sm8ceXj3eaEAHoBN7zJLA,3.09e-06,7,0.0846,-19.443,1,The Clown,31,1982,0.0276,75.468
135698,0.151,1994,0.79,['Toad The Wet Sprocket'],0.508,226733,0.29,0,6y4xl2pOwGszgqlJxiZKwr,0.00391,4,0.0998,-13.123,1,Windmills,34,1994-04-27,0.0268,96.225
95168,0.0391,1952,0.904,['Clive Richardson'],0.248,208778,0.199,0,19L3IbM6DQrMvKuz6GfsQN,0.913,5,0.107,-17.54,1,Summerland,0,1952-01-01,0.038,87.916
142116,0.205,1949,0.958,"['Libero Bovio', 'Mario Lanza', 'Franco Ferrara']",0.326,200040,0.159,0,3qPiUZKp106om3Sm10DZls,0.00418,9,0.234,-12.345999999999998,0,Canta pe' me,0,1949,0.0346,114.828
14713,0.645,1995,0.785,['Miguel Y Miguel'],0.659,181640,0.358,0,6D8GThe4smZsFMPhUjgy7N,0.0,8,0.078,-8.726,1,Sonora Y Sus Ojos Negros,60,1995-01-01,0.0803,94.177
168008,0.941,2007,0.00125,"['Nigga', 'Alex Pro']",0.693,209947,0.609,0,7fzmPEfYtedU5oOopWqO6s,1.96e-06,6,0.326,-5.513999999999999,0,Sin Tu Amor,60,2007-01-01,0.0469,170.791
150510,0.88,1994,0.000184,['Nine Pound Hammer'],0.496,157867,0.926,0,5S4SVfPT4wT5MQzMAnwlIr,0.0283,9,0.176,-9.439,1,Run Fat Boy Run,36,1994,0.0293,132.506
132015,0.4970000000000001,1976,0.183,['Aretha Franklin'],0.8029999999999999,300573,0.351,0,2axZhNJONfVKpC0IJXW37f,0.0,2,0.371,-12.512,1,Hooked on Your Love,24,1976,0.159,109.785
130841,0.6609999999999999,1970,0.127,['The Mothers Of Invention'],0.295,317493,0.711,0,40THJtkJOEJdPeW3QJbH8G,0.0418,0,0.425,-7.205,1,Directly From My Heart To You,27,1970-08-10,0.0358,96.003
84076,0.557,1978,0.467,['Neil Young'],0.525,189440,0.325,0,0a45tGfbho1hL6BWPfRsC5,1.03e-05,7,0.103,-14.464,1,Human Highway - 2016 Remaster,34,1978-10-04,0.0273,160.207
66227,0.452,1975,0.375,['Neil Young'],0.5660000000000001,280854,0.1639999999999999,0,6XNmUmRJhNaxe3n3To3efw,0.0,7,0.109,-15.93,1,Tonight's the Night - 2016 Remaster,35,1975-06-01,0.0456,108.186
65995,0.502,1974,0.408,['Queen'],0.417,226813,0.583,0,7ckS5mJaO4NHwF17MfyVA0,0.0,2,0.289,-8.606,1,In The Lap Of The Gods... Revisited - Remastered 2011,27,1974-11-08,0.037,132.341
101194,0.563,1982,0.256,['Survivor'],0.741,249400,0.795,0,67Xft0VujlGS6i1l92bCem,0.000366,0,0.205,-12.885,0,American Heartbeat,36,1982,0.0305,132.727
39665,0.0825,1931,0.978,"['Ninon Vallin', 'Georges Thill', 'Germaine Féraldy', ""Chœur et Orchestre de l'Opéra de Paris"", 'Elie Cohen']",0.383,63067,0.0852,0,4DkdORdbNHWkBPSrS2gCdj,0.000363,5,0.117,-17.114,1,"Werther, Acte III: Werther! Werther!... Qui m'aurait dit",0,1931,0.0415,60.684
84482,0.15,1980,0.444,['Air Supply'],0.391,213667,0.202,0,163j1TCNbpaYrACY4WCRAq,0.0,4,0.286,-17.776,1,Chances,34,1980-02-25,0.0323,122.649
30553,0.6829999999999999,1980,0.755,['Raffi'],0.735,143600,0.282,0,38fQmCqbY68OXxBmiKfTzZ,0.0,4,0.151,-13.621,1,This Old Man,43,1980,0.12,95.283
64188,0.867,1965,0.528,['Gerardo Reyes'],0.67,205347,0.319,0,5JFYdBDKuq0M3yd6vJ6Nak,0.0,5,0.289,-11.422,1,Jacinto el Tullido,26,1965,0.0571,115.706
123911,0.215,2015,0.994,['Baby Lullaby Academy'],0.669,92709,0.0143,0,1pNQKV0LjUwxpLC1uPxUSt,0.904,3,0.117,-32.653,1,Hush Little Baby,59,2015-11-24,0.033,135.996
106737,0.19,2010,0.0833,['MercyMe'],0.485,261720,0.589,0,44Ct3hm0XrOVa32oE7yTj7,0.00432,7,0.0893,-7.673999999999999,1,Beautiful,46,2010-05-04,0.0322,137.996
76183,0.513,1935,0.98,['Mrinal Kanti Ghosh'],0.424,193907,0.331,0,3frHkH8XViqLOcCa9PxYT9,0.792,5,0.11,-14.352,0,Madir Swapane Mamo Mon,0,1935-12-01,0.0418,101.67
153780,0.177,2011,0.0117,"['MellowHype', 'Frank Ocean']",0.7390000000000001,155067,0.505,1,5GJNPgGnX5JRaD25pASJIO,0.0,8,0.176,-8.124,1,Rico,47,2011-07-12,0.206,88.991
50682,0.415,1987,0.161,['U2'],0.337,292867,0.657,0,4gE5Z3sOcWYyR0SezjvAj5,0.0029,0,0.257,-9.316,1,Red Hill Mining Town - Remastered 2007,43,1987-03-10,0.033,69.12899999999999
54055,0.93,2004,0.6890000000000001,['Cardenales De Nuevo León'],0.652,161893,0.402,0,2tyKgPRebzOFzUguy7taHP,8.84e-06,9,0.138,-6.9110000000000005,1,Si Yo Fuera Él,59,2004-01-01,0.0287,99.033
115971,0.797,1975,0.334,['Bob Dylan'],0.44,209440,0.6859999999999999,0,6ZHAkQveP83pugpI3R3BQr,0.00707,0,0.121,-6.7010000000000005,1,Yazoo Street Scandal,27,1975-06-26,0.105,153.757
61835,0.1369999999999999,1953,0.991,"['Reynaldo Hahn', 'Jacques Jansen', 'Jacqueline Bonneau']",0.381,183960,0.105,0,0Aa1CiQ4YWkpBBCBQghDyN,1.4800000000000002e-05,0,0.102,-16.361,1,Paysage,0,1953-01-01,0.0431,124.38
164801,0.357,1991,0.6920000000000001,['Tanya Tucker'],0.6709999999999999,177400,0.326,0,24uO8urAmC4v6l0dsDjdel,0.0,11,0.106,-12.672,1,(Without You) What Do I Do With Me,29,1991-01-01,0.0312,81.98899999999998
10184,0.965,1972,0.361,['The Rolling Stones'],0.555,184627,0.897,0,5fXRPS1tp70DbqsBZVyG4e,0.94,4,0.536,-3.469,1,Happy,52,1972-05-12,0.0293,131.71200000000002
57438,0.4,1926,0.0579,['Эрнест Хемингуэй'],0.632,101746,0.241,1,3KdOQmzcoSTx2HYdDkEbCv,0.0,1,0.333,-17.289,1,Часть 43.4 & Часть 44.1 - Фиеста,0,1926,0.956,169.332
135109,0.198,1991,0.000129,['Nirvana'],0.325,223880,0.929,0,4WUB41cJYgrMXJs9Q0fGeM,2.22e-06,11,0.184,-5.625,0,Drain You,30,1991-09-26,0.0695,133.358
59147,0.42,1939,0.987,['Bina Chowdhury'],0.392,189080,0.122,0,5NZXzpJ7iXHFnr565g0mzI,3.28e-05,1,0.107,-13.71,0,Mor Pathikere Bujhi Enechho,0,1939-12-01,0.0429,184.495
101055,0.4970000000000001,1981,0.3670000000000001,['Air Supply'],0.586,253507,0.792,0,3oneaH1nmBhTdWi6DZMDeZ,5.94e-06,4,0.274,-6.747000000000001,0,This Heart Belongs to Me,39,1981,0.0372,135.565
23631,0.442,1944,0.976,"['Ludwig van Beethoven', 'Arturo Toscanini']",0.465,268067,0.238,0,2p48STpkqO4vqihSFT45Mp,0.0352,9,0.148,-13.308,1,"Fidelio, Op. 72: Jetzt, Alter, hat es Eile!",0,1944,0.0618,82.295
64764,0.54,1968,0.612,['Solomon Burke'],0.611,190800,0.85,0,1SZWj74tFGlDI8L34Y9a56,0.0,10,0.132,-7.739,0,Presents for Christmas,31,1968,0.189,114.095
148224,0.956,1983,0.0102,"[""The B-52's""]",0.6809999999999999,277000,0.67,0,1aSInBv4xTKeYDkuTn6pOk,0.00109,10,0.0836,-10.883,0,Queen of Las Vegas,24,1983-04-20,0.0339,159.352
150474,0.546,1994,0.5579999999999999,['Anne Murray'],0.609,188307,0.471,0,5dFkgiFjPIsY7HWxsAV5h3,0.0,0,0.0277,-8.115,1,A Little Good News,36,1994-01-01,0.036,71.217
25929,0.614,1956,0.931,['Candido Camero'],0.627,250773,0.439,0,0T2Kk52AYzARu9qfPLPun1,0.655,0,0.197,-10.655,1,Candi Bar,27,1956-01-01,0.0602,133.251
122228,0.765,2007,0.0149,['Ryan Bingham'],0.653,128387,0.54,0,04oQzKSDtOXgwhpBazjVY2,1.93e-06,4,0.314,-7.157,1,The Other Side,42,2007-01-01,0.0386,151.405
152742,0.59,2005,0.00179,['Say Anything'],0.248,165035,0.94,1,4AtmALMF0y7ttIykE7Z1B0,0.0,4,0.26,-4.235,1,The Futile,40,2005-10-01,0.312,185.604
23248,0.79,1942,0.947,"['Francisco Canaro', 'Ernesto Fama']",0.649,182333,0.21,0,13Y8Zd0HY4QqtFLiCuoqkp,0.132,3,0.142,-12.937,1,Toda Mi Vida - Remasterizado,0,1942-03-08,0.0769,130.77100000000002
30883,0.8,1981,0.182,['Luther Vandross'],0.6890000000000001,297880,0.649,0,3IQENjEErvPxbEukFDjebv,0.0,5,0.161,-10.802,1,Sugar and Spice (I Found Me a Girl),44,1981-07-23,0.0665,110.508
59272,0.851,1940,0.892,['Jararaca E Ratinho'],0.7020000000000001,136350,0.6970000000000001,0,1N8vVp1hd2AePMcWrMtTFq,0.000114,7,0.184,-9.774,1,Bambo do Bambu,0,1940-01-01,0.0589,134.431
78945,0.529,1953,0.991,['Lata Mangeshkar'],0.647,196747,0.1669999999999999,0,0EL80fyRtYyoS1YozqjaAX,0.0953,0,0.145,-16.973,0,Jee Chahta Hai Ab Toh Duniya Se,0,1953-01-01,0.0827,95.543
34625,0.947,2000,0.5529999999999999,"['The Soggy Bottom Boys', 'Dan Tyminski']",0.513,256973,0.488,0,6NfXJzeyMsV48pM6zegv0s,0.00611,5,0.12,-11.603,1,I Am A Man Of Constant Sorrow - With Band,52,2000-12-05,0.0321,169.601
16228,0.933,2003,0.152,['Dierks Bentley'],0.551,260827,0.825,0,0r8iDf65NHgFgZOGLwj5r8,6.2e-06,5,0.0999,-6.24,0,What Was I Thinkin',67,2003-01-01,0.044,164.857
114950,0.57,1970,0.294,['Van Morrison'],0.6409999999999999,300800,0.397,0,1UshMCgMdeXCMovL5xu8I7,0.000717,7,0.0496,-12.285,1,Caravan - 2013 Remaster,26,1970-02,0.0454,81.962
95624,0.134,1954,0.949,['Carol Richards'],0.188,139040,0.0473,0,3KRxkblj3t1O5E8iD0IuKz,8.39e-06,0,0.181,-22.751,1,Heather On the Hill - New York - Reprise,3,1954-09-08,0.0427,60.264
29854,0.883,1976,0.126,['Bob Dylan'],0.515,418293,0.7170000000000001,0,5j216bw8PG0EcIdfu92k4l,0.0,3,0.186,-7.142,1,Isis,46,1976-01-16,0.0343,147.95600000000005
