tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,budget,popularity,revenue
tt0099005,Air America,1990,113,"Action,Comedy,War",5.8,29278,0,10.274376,33461269
tt0099028,American Dream,1990,98,Documentary,7.8,912,0,0.075885,269823
tt0099044,Another 48 Hrs.,1990,95,"Action,Comedy,Crime",5.9,42603,38000000,6.938921,153518974
tt0099052,Arachnophobia,1990,109,"Comedy,Horror,Thriller",6.5,71552,31000000,5.418428,53208180
tt0099088,Back to the Future Part III,1990,118,"Adventure,Comedy,Sci-Fi",7.4,452902,40000000,13.043999,244527583
tt0099165,The Bonfire of the Vanities,1990,125,"Comedy,Drama,Romance",5.6,25516,47000000,5.507082,15691192
tt0099253,Child's Play 2,1990,84,"Horror,Thriller",5.9,53522,13000000,14.310479,35763605
tt0099277,Class of 1999,1990,99,"Action,Horror,Sci-Fi",5.9,7943,5200000,6.700173,2459895
tt0099329,Cry-Baby,1990,85,"Comedy,Musical",6.5,61727,11000000,8.290384,8266343
tt0099342,Daddy's Dyin'... Who's Got the Will?,1990,95,Comedy,5.7,835,0,0.284911,1373728
tt0099348,Dances with Wolves,1990,181,"Adventure,Drama,Western",8,269762,22000000,11.654349,424208848
tt0099365,Darkman,1990,96,"Action,Sci-Fi,Thriller",6.4,66077,16000000,8.899418,48878502
tt0099399,Delta Force 2: The Colombian Connection,1990,111,"Action,Adventure,Crime",4.9,7682,0,7.007739,6698361
tt0099460,Downtown,1990,96,"Action,Comedy,Crime",5.7,2038,0,1.026053,2346150
tt0099566,The Field,1990,107,"Drama,Thriller",7.3,6333,0,1.656115,1494399
tt0099578,The First Power,1990,98,"Crime,Horror,Thriller",5.7,4415,10000000,1.942945,22424195
tt0099581,Flashback,1990,108,"Action,Adventure,Comedy",6.2,5537,0,2.115753,6488144
tt0099582,Flatliners,1990,115,"Drama,Horror,Sci-Fi",6.5,88749,26000000,11.890138,61489265
tt0099606,The Fourth War,1990,91,"Drama,Thriller",5.6,1720,0,0.91273,1305887
tt0099653,Ghost,1990,127,"Drama,Fantasy,Romance",7.1,221360,22000000,11.945397,505000000
tt0099656,Ghosts Can't Do It,1989,90,"Comedy,Crime,Fantasy",2.1,2821,0,0.836108,25000
tt0099674,The Godfather Part III,1990,162,"Crime,Drama",7.6,401901,54000000,17.185349,136766062
tt0099697,Graveyard Shift,1990,86,Horror,4.9,11738,10500000,4.668541,11582891
tt0099700,Gremlins 2: The New Batch,1990,106,"Comedy,Fantasy,Horror",6.4,106463,50000000,14.383185,41482207
tt0099710,The Guardian,1990,92,"Drama,Fantasy,Horror",5.3,5898,0,7.444848,17037887
tt0099726,Hamlet,1990,135,Drama,6.7,22829,0,12.50303,20710451
tt0099739,Hard to Kill,1990,96,"Action,Crime,Drama",5.8,30902,10000000,7.176601,47410000
tt0099817,Dark Angel,1990,91,"Action,Crime,Horror",6.1,12782,7000000,7.958502,9229401
tt0099850,Internal Affairs,1990,115,"Crime,Drama,Thriller",6.5,21042,0,5.439942,27734391
tt0099994,Leatherface: Texas Chainsaw Massacre III,1990,85,"Horror,Thriller",5,17626,0,5.79907,5765562
tt0100029,Lionheart,1990,108,"Action,Crime,Drama",6.2,37313,6000000,4.619068,24078196
tt0100053,Loose Cannons,1990,94,"Action,Comedy,Crime",4.9,4919,1500000,1.961208,5585154
tt0100114,Marked for Death,1990,93,"Action,Crime,Drama",5.9,22855,12000000,5.845712,46044400
tt0100129,Meet the Applegates,1990,90,"Comedy,Fantasy,Horror",5.4,2460,5000000,0.399156,485772
tt0100150,Miller's Crossing,1990,115,"Crime,Drama,Thriller",7.7,136968,14000000,7.495853,5080409
tt0100201,Mr. Destiny,1990,116,"Comedy,Fantasy,Romance",6.4,12710,20000000,4.414928,15379253
tt0100211,Music Box,1989,124,"Crime,Drama,Thriller",7.3,8063,0,5.397405,6263883
tt0100263,Nikita,1990,117,"Action,Crime,Drama",7.3,73252,0,6.586401,5000000
tt0100403,Predator 2,1990,108,"Action,Horror,Sci-Fi",6.3,171828,35000000,11.736241,57120318
tt0100475,Repossessed,1990,80,"Comedy,Fantasy,Horror",4.8,9043,0,11.966566,1382462
tt0100507,Rocky V,1990,104,"Drama,Sport",5.3,140245,42000000,14.007329,119946358
tt0100631,Ski Patrol,1990,91,"Action,Comedy,Sport",5.1,3893,0,2.345336,8533973
tt0100666,Spaced Invaders,1990,100,"Adventure,Comedy,Sci-Fi",5.3,3781,3000000,2.428279,15369573
tt0100680,Stanley & Iris,1990,104,"Drama,Romance",6.3,8066,23000000,1.914881,5820015
tt0100691,Stella,1990,109,"Drama,Romance",6.1,2734,0,6.175627,20240128
tt0100740,Tales from the Darkside: The Movie,1990,93,"Comedy,Fantasy,Horror",6.2,18053,3500000,5.732016,16324573
tt0100802,Total Recall,1990,113,"Action,Adventure,Sci-Fi",7.5,335654,65000000,12.954444,261317921
tt0100814,Tremors,1990,96,"Comedy,Horror",7.1,141141,11000000,15.750026,48572000
tt0101343,And You Thought Your Parents Were Weird,1991,92,"Comedy,Family,Fantasy",4.8,643,0,0.000578,402539
tt0101371,Article 99,1992,100,"Comedy,Drama",6.1,3386,18000000,2.471038,6375979
tt0101373,At Play in the Fields of the Lord,1991,189,"Drama,Romance",6.8,3414,36000000,2.151436,1345903
tt0101393,Backdraft,1991,137,"Action,Drama,Mystery",6.7,82398,75000000,9.883727,152368585
tt0101595,Close My Eyes,1991,108,"Drama,Romance",6.2,3416,0,1.404434,135893
tt0101606,Company Business,1991,98,"Action,Comedy,Crime",5.6,3033,0,1.228145,1501785
tt0101725,Diary of a Hitman,1991,90,"Crime,Drama",5.2,2029,0,0.781841,31815
tt0101757,Don't Tell Mom the Babysitter's Dead,1991,102,Comedy,6.3,34792,10000000,5.402262,25196249
tt0101764,Double Impact,1991,110,"Action,Crime",5.6,41818,15000000,6.600651,30102717
tt0101765,The Double Life of Véronique,1991,98,"Drama,Fantasy,Music",7.7,49897,0,9.661817,1999955
tt0101775,Drop Dead Fred,1991,103,"Comedy,Drama,Fantasy",5.9,29928,6788000,7.88101,13878334
tt0101798,Edward II,1991,87,"Drama,History,Romance",6.8,2856,0,4.556825,694438
tt0101889,The Fisher King,1991,137,"Comedy,Drama,Fantasy",7.5,87022,24000000,11.184385,41895491
tt0102004,The Hard Way,1991,111,"Action,Comedy,Crime",6.3,21316,0,7.122938,65595485
tt0102034,Highlander II: The Quickening,1991,91,"Action,Adventure,Fantasy",4.2,46563,30000000,8.032638,15556340
tt0102070,Hudson Hawk,1991,100,"Action,Adventure,Comedy",5.7,57528,65000000,9.782014,17218080
tt0102116,The Indian Runner,1991,127,Drama,6.9,9345,7000000,7.218957,191125
tt0102202,Kickboxer 2: The Road Back,1991,90,"Action,Sport",4.5,5986,0,8.500628,1250712
tt0102220,A Kiss Before Dying,1991,94,"Crime,Drama,Mystery",5.7,5645,0,6.073468,15429177
tt0102343,Love Potion No. 9,1992,92,"Comedy,Fantasy,Romance",5.7,14603,0,8.358541,754935
tt0102368,Madame Bovary,1991,143,"Drama,Romance",6.6,4182,0,1.233405,1942423
tt0102395,Mannequin: On the Move,1991,95,"Comedy,Fantasy,Romance",4.4,6482,13000000,2.62835,3752426
tt0102467,Monster in a Box,1992,87,"Comedy,Drama",7.5,844,0,0.009961,311245
tt0102500,Mystery Date,1991,97,"Comedy,Crime,Romance",6,3207,0,1.784133,6166819
tt0102592,One False Move,1992,105,"Crime,Drama,Thriller",7.1,12321,0,3.14325,1543112
tt0102598,Only the Lonely,1991,104,"Comedy,Romance",6.3,11638,0,10.313689,21830957
tt0102614,Out for Justice,1991,91,"Action,Crime,Drama",6.1,24502,14000000,6.892056,39673161
tt0102687,Poison,1991,85,"Drama,Horror,Romance",6.4,4670,250000,1.924535,609524
tt0102721,Proof,1991,86,"Drama,Romance",7.2,6872,0,2.616309,524668
tt0102749,A Rage in Harlem,1991,115,"Comedy,Crime",5.9,2225,8000000,2.404818,10400000
tt0102757,The Rapture,1991,100,"Drama,Mystery",6.3,5516,1227401,8.319631,1277401
tt0102782,Return to the Blue Lagoon,1991,102,"Adventure,Drama,Romance",5.1,20446,11000000,8.929393,2807854
tt0102798,Robin Hood: Prince of Thieves,1991,143,"Action,Adventure,Drama",6.9,197518,48000000,10.639244,390493908
tt0102799,El robobo de la jojoya,1991,82,"Comedy,Crime",3.7,425,0,0.481394,3370574
tt0102802,Rock-A-Doodle,1991,74,"Adventure,Animation,Comedy",6,9897,18000000,3.602031,11657385
tt0102818,Run,1991,91,"Action,Drama,Thriller",6.2,2960,16000000,5.857368,4409328
tt0102849,Scenes from a Mall,1991,89,Comedy,5.4,5075,3000000,1.739182,9563393
tt0102915,Showdown in Little Tokyo,1991,79,"Action,Comedy,Crime",6.1,19504,8000000,11.521011,2275557
tt0102945,Sleeping with the Enemy,1991,99,"Drama,Thriller",6.2,59971,19000000,8.560694,174999005
tt0102951,Soapdish,1991,97,"Comedy,Romance",6.6,16743,0,9.904821,36489888
tt0103190,Van Gogh,1991,158,"Adventure,Biography,Drama",7.1,3135,0,1.484109,138000
tt0103251,White Palace,1990,103,"Drama,Romance",6.5,8470,0,2.59282,17487531
tt0103594,1492: Conquest of Paradise,1992,154,"Adventure,Biography,Drama",6.4,31072,47000000,11.618792,7191399
tt0103644,Alien³,1992,114,"Action,Horror,Sci-Fi",6.4,303985,50000000,17.126768,159773545
tt0103747,The Babe,1992,115,"Biography,Drama,Sport",5.9,11204,0,4.337214,17530973
tt0103772,Basic Instinct,1992,127,"Drama,Mystery,Thriller",7,204452,49000000,16.628427,352927224
tt0103776,Batman Returns,1992,126,"Action,Crime,Fantasy",7.1,309683,80000000,15.001681,280000000
tt0103786,Beethoven,1992,87,"Comedy,Drama,Family",5.7,72984,0,9.322717,147214049
tt0103855,The Bodyguard,1992,129,"Action,Drama,Music",6.3,138351,25000000,9.805017,411006740
tt0103872,Brain Donors,1992,80,Comedy,6.9,4461,0,5.141952,918239
tt0103956,Child's Play 3,1991,90,"Horror,Thriller",5.1,42925,13000000,24.515462,20560255
tt0103962,Christopher Columbus: The Discovery,1992,120,"Adventure,Biography,Drama",4.4,3087,40000000,5.996407,8251071
tt0103976,City of Joy,1992,132,Drama,6.5,5329,27000000,1.408176,14683921
tt0103994,Like Water for Chocolate,1992,105,"Drama,Romance",7.1,18194,2000000,4.126083,21665468
tt0104009,Cool World,1992,102,"Animation,Comedy,Fantasy",4.8,23703,30000000,11.781895,14110589
tt0104036,The Crying Game,1992,112,"Crime,Drama,Romance",7.2,56731,3705538,7.404329,62548947
tt0104114,The Distinguished Gentleman,1992,112,"Comedy,Crime",5.9,16352,0,9.64078,46434570
tt0104139,Dr. Giggles,1992,95,"Comedy,Drama,Horror",5.2,6550,0,1.252367,8403433
tt0104254,FernGully: The Last Rainforest,1992,76,"Adventure,Animation,Family",6.5,31339,0,7.477944,32710894
tt0104257,A Few Good Men,1992,138,"Drama,Thriller",7.7,268601,40000000,12.330249,243240178
tt0104283,Folks!,1992,107,"Comedy,Drama",5.6,2691,0,3.968853,6132924
tt0104376,The Gun in Betty Lou's Handbag,1992,89,"Comedy,Mystery",5,1730,13000000,1.386549,3721911
tt0104409,Hellraiser III: Hell on Earth,1992,97,Horror,5.5,32677,5000000,6.546551,12534961
tt0104418,Highway to Hell,1991,94,"Adventure,Comedy,Fantasy",5.9,4927,9000000,1.80809,26055
tt0104437,"Honey, I Blew Up the Kid",1992,89,"Adventure,Comedy,Family",4.9,45074,40000000,12.337898,58662452
tt0104454,Howards End,1992,142,"Drama,Romance",7.4,33431,0,10.854598,25966555
tt0104691,The Last of the Mohicans,1992,112,"Action,Adventure,Drama",7.7,173914,40000000,15.228794,75505856
tt0104756,Lorenzo's Oil,1992,129,"Biography,Drama",7.3,23102,0,9.968395,7286388
tt0104779,Bitter Moon,1992,139,"Drama,Romance,Thriller",7.2,40073,5000000,11.298195,1862805
tt0104815,El Mariachi,1992,81,"Action,Crime,Thriller",6.8,68354,220000,9.972591,2040920
tt0104926,Mr. Baseball,1992,108,"Comedy,Romance,Sport",6,11712,0,11.950477,20000000
tt0105104,Passenger 57,1992,84,"Action,Crime,Thriller",5.9,48841,15000000,18.451321,44065653
tt0105112,Patriot Games,1992,117,"Action,Thriller",6.8,114503,45000000,11.075674,178051587
tt0105128,Pet Sematary II,1992,100,"Fantasy,Horror,Thriller",4.9,21969,8000000,6.823445,17092453
tt0105151,The Player,1992,124,"Comedy,Crime,Drama",7.5,61966,8000000,6.230854,21706101
tt0105165,Prelude to a Kiss,1992,105,"Comedy,Fantasy,Romance",5.6,8307,0,4.582718,22697691
tt0105217,Raising Cain,1992,92,"Crime,Drama,Horror",6,16500,12000000,8.816951,37170057
tt0105226,Red Rock West,1993,98,"Crime,Drama,Thriller",7,23265,8000000,5.137903,2000000
tt0105287,Sex and Zen,1991,99,"Comedy,Drama,Fantasy",5.6,2570,0,1.824275,396003
tt0105323,Scent of a Woman,1992,156,Drama,8,301089,31000000,14.505987,134095253
tt0105327,School Ties,1992,106,Drama,6.9,25534,0,7.438381,14715067
tt0105391,Shining Through,1992,132,"Drama,Romance,Thriller",6.4,10237,0,5.860319,21621000
tt0105428,Sleepwalkers,1992,91,"Fantasy,Horror",5.3,23196,0,5.695003,30524763
tt0105466,Stay Tuned,1992,88,"Adventure,Comedy,Fantasy",6.2,13327,25000000,13.72021,10736401
tt0105508,Swoon,1992,93,"Crime,Drama",6.6,1860,250000,0.003013,340147
tt0105631,Traces of Red,1992,105,"Crime,Drama,Mystery",5.2,1745,0,0.575656,3206713
tt0105691,Under Suspicion,1991,99,"Crime,Drama,Thriller",6.4,4587,0,2.774589,221295
tt0105839,Once Upon a Time in China II,1992,113,"Action,Adventure,Biography",7.3,10121,0,3.606688,30399676
tt0106233,Airborne,1993,91,"Adventure,Comedy,Sport",6.2,7174,2600000,11.600224,2850263
tt0106387,Benny & Joon,1993,98,"Comedy,Drama,Romance",7.1,59487,0,10.597116,23202734
tt0106438,Blue,1993,79,"Biography,Drama",7.3,2372,0,1.437622,1718328
tt0106447,"Bodies, Rest & Motion",1993,95,Drama,5.7,2403,2500000,2.296734,764083
tt0106453,Body of Evidence,1992,99,"Drama,Thriller",4.5,15559,30000000,4.655727,13273595
tt0106471,Boxing Helena,1993,107,"Drama,Mystery,Romance",4.7,12477,0,4.304224,1796389
tt0106500,CB4,1993,89,"Comedy,Music",6.2,9899,0,11.449373,17953778
tt0106611,Cool Runnings,1993,98,"Adventure,Comedy,Family",7,106548,14000000,8.30721,154864401
tt0106677,Dazed and Confused,1993,103,Comedy,7.6,187138,6900000,6.8652,7993039
tt0106684,Deadfall,1993,98,"Crime,Drama",4,3512,10000000,1.145806,18
tt0106697,Demolition Man,1993,115,"Action,Sci-Fi,Thriller",6.7,180478,57000000,11.626116,159055768
tt0106701,Dennis the Menace,1993,94,"Comedy,Family",5.6,62443,35000000,10.378902,117270765
tt0106856,Falling Down,1993,113,"Action,Crime,Drama",7.6,193277,25000000,10.175138,40903593
tt0106877,Father Hood,1993,95,"Adventure,Comedy,Crime",4.9,3272,0,2.011108,3418141
tt0106936,The Legend,1993,100,"Action,Comedy,History",7.1,8030,0,3.782615,3956913
tt0106965,Free Willy,1993,112,"Adventure,Drama,Family",6,78243,20000000,5.990572,153698625
tt0107048,Groundhog Day,1993,101,"Comedy,Drama,Fantasy",8.1,638792,14600000,12.989627,70906973
tt0107057,Guilty as Sin,1993,107,"Crime,Drama,Thriller",5.6,5578,0,5.385108,22886222
tt0107091,Heart and Souls,1993,104,"Comedy,Drama,Fantasy",7,17944,0,8.450231,16589540
tt0107156,The Wedding Banquet,1993,106,"Comedy,Drama,Romance",7.6,16053,1000000,2.709403,6933459
tt0107206,In the Line of Fire,1993,128,"Action,Crime,Drama",7.2,106205,40000000,12.637158,176997168
tt0107209,"Faraway, So Close!",1993,146,"Drama,Fantasy,Romance",7.2,8533,0,2.958988,810455
tt0107290,Jurassic Park,1993,127,"Action,Adventure,Sci-Fi",8.2,996684,63000000,8.863776,920100000
tt0107362,Last Action Hero,1993,130,"Action,Adventure,Comedy",6.4,154713,85000000,9.434006,137298489
tt0107473,Mad Dog and Glory,1993,97,"Comedy,Crime,Drama",6.2,22064,0,4.769347,11081586
tt0107497,Malice,1993,107,"Crime,Mystery,Thriller",6.4,25908,0,9.861672,46405336
tt0107501,The Man Without a Face,1993,115,Drama,6.7,29983,0,5.997712,24760338
tt0107594,Money for Nothing,1993,100,"Comedy,Crime,Drama",5.7,4115,11000000,4.08938,1044824
tt0107626,My Boyfriend's Back,1993,85,"Comedy,Fantasy,Horror",5.4,4762,0,2.183504,3335984
tt0107685,The Night We Never Met,1993,99,"Comedy,Romance",6,2935,0,1.132307,1884814
tt0107719,The Nutcracker,1993,92,"Family,Fantasy,Music",5.8,2215,19000000,1.418221,2119994
tt0107808,A Perfect World,1993,138,"Crime,Drama,Thriller",7.5,82257,30000000,8.040589,135130999
tt0107819,Philadelphia Experiment II,1993,97,"Action,Adventure,Sci-Fi",4.5,2105,5000000,1.155075,2970
tt0107822,The Piano,1993,121,"Drama,Music,Romance",7.5,90142,7000000,7.436758,116700000
tt0107889,The Program,1993,112,"Action,Drama,Romance",6.4,10940,0,3.199976,23042200
tt0107977,Robin Hood: Men in Tights,1993,104,"Adventure,Comedy,Musical",6.7,128958,20000000,17.136672,35739755
tt0108000,Ruby in Paradise,1993,114,"Drama,Romance",6.9,3052,800000,0.941994,1001437
tt0108002,Rudy,1993,114,"Biography,Drama,Sport",7.5,65071,12000000,5.914833,22750363
tt0108041,Sankofa,1993,125,Drama,7,735,1000000,0.04586,2691899
tt0108160,Sleepless in Seattle,1993,105,"Comedy,Drama,Romance",6.8,179691,21000000,10.234919,227799884
tt0108185,Sommersby,1993,114,"Drama,Mystery,Romance",6.2,22270,0,4.359884,140081992
tt0108186,Son in Law,1993,95,"Comedy,Drama,Romance",5.8,21081,0,9.122718,36448200
tt0108187,Son of the Pink Panther,1993,93,"Comedy,Crime",3.9,5542,25000000,3.372523,2438031
tt0108255,Super Mario Bros.,1993,104,"Adventure,Comedy,Family",4.1,56141,48000000,7.198455,20915465
tt0108260,Suture,1993,96,"Drama,Thriller",6.5,2046,0,1.298224,102780
tt0108265,Swing Kids,1993,112,"Drama,Music",6.7,16725,0,4.379054,5632086
tt0108320,There Goes My Baby,1994,99,"Comedy,Drama",6.3,1126,10500000,0.377787,123509
tt0108330,This Boy's Life,1993,115,"Biography,Drama",7.3,54384,0,9.665142,4104962
tt0108333,The Three Musketeers,1993,105,"Action,Adventure,Comedy",6.4,56223,30000000,6.34785,53898845
tt0108358,Tombstone,1993,130,"Biography,Drama,History",7.8,152501,25000000,11.338194,56505065
tt0108395,A Troll in Central Park,1994,76,"Adventure,Animation,Comedy",5.3,6943,23000000,3.612089,71368
tt0108442,Undercover Blues,1993,90,"Comedy,Crime",6,9593,0,2.614785,12416686
tt0108526,We're Back! A Dinosaur's Story,1993,72,"Adventure,Animation,Comedy",6,15382,0,13.58903,9317021
tt0108550,What's Eating Gilbert Grape,1993,118,Drama,7.7,240743,11000000,10.3919,10032765
tt0108577,Witchboard 2,1993,98,"Horror,Mystery",5,1758,0,0.960569,168180
tt0108656,Crime Story,1993,107,"Action,Crime,Drama",6.7,6920,0,6.188664,194720
tt0109040,Ace Ventura: Pet Detective,1994,86,Comedy,6.9,307046,15000000,11.247957,107217396
tt0109045,"The Adventures of Priscilla, Queen of the Desert",1994,104,"Comedy,Music",7.5,51404,0,8.328596,11220670
tt0109098,American Cyborg: Steel Warrior,1993,94,"Action,Sci-Fi",4.3,1532,0,0.56257,447784
tt0109144,A.P.E.X.,1994,98,"Action,Sci-Fi",4.3,1157,0,1.160832,49601
tt0109190,Baby's Day Out,1994,99,"Adventure,Comedy,Crime",6.2,52413,50000000,12.508518,16671505
tt0109327,Brainscan,1994,96,"Horror,Sci-Fi",6,12019,0,8.096719,4352094
tt0109361,Cabin Boy,1994,80,"Adventure,Comedy,Romance",5.3,8845,0,1.679042,3662459
tt0109376,"Car 54, Where Are You?",1994,89,Comedy,2.5,4489,10700000,1.060709,1238080
tt0109402,The Chase,1994,97,"Action,Adventure,Comedy",5.8,21466,26000000,14.362544,8009329
tt0109403,Chasers,1994,102,"Action,Comedy,Drama",5.1,6801,0,9.85327,1596687
tt0109445,Clerks,1994,92,Comedy,7.7,225399,27000,10.513367,3151130
tt0109578,Death Wish: The Face of Death,1994,95,"Action,Crime,Drama",4.8,8093,5000000,3.595599,1702394
tt0109707,Ed Wood,1994,127,"Biography,Comedy,Drama",7.8,178229,18000000,11.720358,5887457
tt0109758,Exit to Eden,1994,113,"Comedy,Crime,Romance",4.2,7072,0,4.322726,6841570
tt0109831,Four Weddings and a Funeral,1994,117,"Comedy,Drama,Romance",7.1,156186,6000000,8.990345,254700832
tt0109890,The Getaway,1994,115,"Action,Adventure,Crime",5.8,18709,0,14.214403,30
tt0110027,Highlander: The Final Dimension,1994,99,"Action,Fantasy,Romance",4.4,21390,26000000,6.866634,36800000
tt0110057,Hoop Dreams,1994,170,"Documentary,Drama,Sport",8.3,26801,700000,9.47666,7830611
tt0110148,Interview with the Vampire: The Vampire Chronicles,1994,123,"Drama,Fantasy,Horror",7.5,328452,60000000,11.970205,223664608
tt0110168,My Summer Story,1994,85,"Comedy,Family",5.6,1713,0,1.073743,70
tt0110216,Junior,1994,109,"Comedy,Romance,Sci-Fi",4.7,70107,60000000,6.710215,37000000
tt0110265,Killing Zoe,1993,96,"Crime,Thriller",6.5,20855,1500000,4.948569,418961
tt0110289,"Ryaba, My Chicken",1994,117,Comedy,6.4,438,2700000,0.677253,4635143
tt0110322,Legends of the Fall,1994,133,"Drama,Romance,War",7.5,170292,30000000,12.199047,160638883
tt0110329,Leprechaun 2,1994,85,"Comedy,Fantasy,Horror",4.6,10811,2000000,3.3924,2260622
tt0110357,The Lion King,1994,88,"Adventure,Animation,Drama",8.5,1065972,45000000,21.605761,788241776
tt0110475,The Mask,1994,101,"Action,Comedy,Crime",6.9,392349,23000000,14.13488,351583407
tt0110527,Miracle on 34th Street,1994,114,"Drama,Family,Fantasy",6.6,40034,0,5.831622,46264384
tt0110598,Muriel's Wedding,1994,106,"Comedy,Drama",7.2,39845,3000000,5.254847,15119639
tt0110604,Mute Witness,1995,95,"Crime,Horror,Thriller",6.7,5898,2,2.466066,1
tt0110722,Oleanna,1994,89,"Drama,Thriller",6.6,3414,0,1.954153,124693
tt0110759,PCU,1994,79,Comedy,6.5,13863,9000000,8.888278,4350774
tt0110763,The Pagemaster,1994,80,"Adventure,Animation,Comedy",6.1,24148,27000000,7.436001,13670688
tt0110889,Priest,1994,105,"Drama,Romance",7.1,10626,0,1.881932,4176932
tt0110892,Princess Caraboo,1994,97,"Comedy,Drama,History",6,2800,0,1.943323,3021629
tt0110907,Ready to Wear,1994,133,"Comedy,Drama",5.2,15404,15000000,6.259433,11300653
tt0110950,Reality Bites,1994,99,"Comedy,Drama,Romance",6.6,51014,11500000,6.514592,20079850
tt0110971,Renaissance Man,1994,128,"Comedy,Drama",6.2,18293,40000000,4.985157,24332324
tt0110978,Texas Chainsaw Massacre: The Next Generation,1995,87,"Comedy,Horror,Thriller",3.3,23972,600000,6.854576,185898
tt0111127,Serial Mom,1994,95,"Comedy,Crime,Thriller",6.8,30563,13000000,5.305311,7820688
tt0111161,The Shawshank Redemption,1994,142,Drama,9.3,2696853,25000000,51.645403,28341469
tt0111218,Sleep with Me,1994,86,"Comedy,Drama,Romance",5.7,2728,0,6.398905,161410
tt0111271,Squanto: A Warrior's Tale,1994,102,"Adventure,Biography,Drama",6,1327,0,1.935006,3337685
tt0111280,Star Trek: Generations,1994,118,"Action,Adventure,Mystery",6.6,83288,38000000,8.105708,120000000
tt0111333,The Swan Princess,1994,93,"Adventure,Animation,Comedy",6.4,25625,35000000,8.910462,9771658
tt0111419,Thumbelina,1994,86,"Adventure,Animation,Family",6.2,17615,28000000,13.856199,11373501
tt0111438,Timecop,1994,99,"Action,Crime,Sci-Fi",5.9,60869,27000000,8.907074,101646581
tt0111477,Trapped in Paradise,1994,111,"Adventure,Comedy,Crime",5.9,15662,0,4.720595,5777916
tt0111579,Burnt by the Sun,1994,135,"Drama,War",7.8,15703,2800000,2.486073,2616503
tt0111693,When a Man Loves a Woman,1994,126,"Drama,Romance",6.5,22634,0,4.322544,50021959
tt0112281,Ace Ventura: When Nature Calls,1995,90,"Adventure,Comedy,Crime",6.4,221620,30000000,8.205448,212385533
tt0112346,The American President,1995,114,"Comedy,Drama,Romance",6.8,58422,62000000,6.318445,107879496
tt0112384,Apollo 13,1995,140,"Adventure,Drama,History",7.7,299283,52000000,18.761467,355237933
tt0112431,Babe,1995,91,"Comedy,Drama,Family",6.9,127669,30000000,14.404764,254134910
tt0112442,Bad Boys,1995,119,"Action,Comedy,Crime",6.8,270261,19000000,9.262184,141407024
tt0112453,Balto,1995,78,"Adventure,Animation,Drama",7.1,44992,0,12.140733,11348324
tt0112508,Billy Madison,1995,89,Comedy,6.3,147604,10000000,6.638116,26488734
tt0112571,Boys on the Side,1995,115,"Comedy,Drama",6.4,13411,21000000,3.030309,23450000
tt0112573,Braveheart,1995,178,"Biography,Drama,History",8.4,1043351,72000000,20.755149,210000000
tt0112688,Clockers,1995,128,"Crime,Drama,Mystery",6.9,22649,25000000,4.558992,13071518
tt0112715,Congo,1995,109,"Action,Adventure,Mystery",5.3,46548,50000000,7.260574,152022101
tt0112740,Crimson Tide,1995,116,"Action,Drama,Thriller",7.3,115381,53000000,8.657365,157387195
tt0112760,Cutthroat Island,1995,124,"Action,Adventure,Comedy",5.7,28892,98000000,7.284477,10017322
tt0112851,Desperado,1995,104,"Action,Crime,Thriller",7.1,188713,7000000,6.950458,25405445
tt0112883,Don Juan DeMarco,1994,97,"Comedy,Drama,Romance",6.7,51708,25000000,7.438934,22200000
tt0112909,The Saint of Gamblers,1995,98,"Action,Comedy",5,217,0,0.08472,13
tt0112922,The Day of the Beast,1995,103,"Action,Comedy,Crime",7.3,22309,0,5.759423,4367497
tt0113041,Father of the Bride Part II,1995,106,"Comedy,Family,Romance",6,39412,0,8.387519,76578911
tt0113063,The Final Cut,1995,96,"Action,Drama,Thriller",5.5,1200,0,1.797462,551281
tt0113071,First Knight,1995,134,"Action,Adventure,Drama",6,74920,55000000,15.178338,127600435
tt0113118,Friday,1995,91,"Comedy,Drama",7.2,116349,3500000,14.56965,28215918
tt0113189,GoldenEye,1995,130,"Action,Adventure,Thriller",7.2,260217,58000000,14.686036,352194034
tt0113198,A Goofy Movie,1995,78,"Adventure,Animation,Comedy",6.9,56874,0,10.177977,35348597
tt0113243,Hackers,1995,105,"Crime,Drama,Romance",6.2,70945,20000000,14.810519,7563728
tt0113305,Higher Learning,1995,128,"Crime,Drama,Thriller",6.5,20538,0,7.817811,38290723
tt0113321,Home for the Holidays,1995,103,"Comedy,Drama,Romance",6.5,13756,0,8.416802,17519169
tt0113326,Rumble in the Bronx,1995,104,"Action,Comedy,Crime",6.7,43316,7500000,12.314278,32392047
tt0113362,The Horseman on the Roof,1995,135,"Adventure,Drama,Romance",7,6135,35000000,1.690768,15000000
tt0113448,Jack & Sarah,1995,110,"Comedy,Drama,Romance",6.6,5374,0,1.523446,218626
tt0113463,Jefferson in Paris,1995,139,"Biography,Drama,History",5.7,3099,14000000,1.596058,2474000
tt0113492,Judge Dredd,1995,96,"Action,Crime,Sci-Fi",5.6,119964,90000000,8.184815,113493481
tt0113497,Jumanji,1995,104,"Adventure,Comedy,Family",7,351982,65000000,17.015539,262797249
tt0113537,Kicking and Screaming,1995,96,"Comedy,Drama,Romance",6.7,13897,0,3.367276,718490
tt0113540,Kids,1995,91,Drama,7,80255,1500000,4.877872,7412216
